
---New data---
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 173384]
[BSA_numClusters : 74659]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2449194]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 632]
[BSA_averageDensity : 0.329324]
[BSA_reordering : 3693]
[BSA_numClusters : 8103]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 834655]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 13587]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 13633]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 13245]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 13192]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 13036]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 12977]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 13259]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 12577]
[BSA_numClusters : 20940]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3]
[BSA_averageDensity : 0.427083]
[BSA_reordering : 5108]
[BSA_numClusters : 15082]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 215754]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4]
[BSA_averageDensity : 0.415039]
[BSA_reordering : 5266]
[BSA_numClusters : 15107]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 218059]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 5065]
[BSA_numClusters : 15008]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 206474]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4355]
[BSA_numClusters : 15010]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 134569]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1545]
[BSA_averageDensity : 0.419091]
[BSA_reordering : 204]
[BSA_numClusters : 1191]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 258828]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 27382]
[BSA_numClusters : 19235]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 311850]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1843]
[BSA_averageDensity : 0.582116]
[BSA_reordering : 1030]
[BSA_numClusters : 3898]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 257179]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8189]
[BSA_numClusters : 13304]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 255799]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4149]
[BSA_numClusters : 14471]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 120413]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 359]
[BSA_averageDensity : 0.380408]
[BSA_reordering : 549]
[BSA_numClusters : 3255]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 310137]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 99]
[BSA_averageDensity : 0.364465]
[BSA_reordering : 613]
[BSA_numClusters : 3685]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 254517]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2]
[BSA_averageDensity : 0.375]
[BSA_reordering : 29124]
[BSA_numClusters : 20428]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 467904]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3042]
[BSA_averageDensity : 0.534992]
[BSA_reordering : 1694]
[BSA_numClusters : 6234]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 832105]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 12]
[BSA_averageDensity : 0.3125]
[BSA_reordering : 100844]
[BSA_numClusters : 33645]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 3598972]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 17565]
[BSA_averageDensity : 0.949606]
[BSA_reordering : 1336]
[BSA_numClusters : 2332]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 126253]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2013]
[BSA_averageDensity : 0.486496]
[BSA_reordering : 1527]
[BSA_numClusters : 5057]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 425734]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 26]
[BSA_averageDensity : 0.375751]
[BSA_reordering : 4381]
[BSA_numClusters : 11613]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 108551]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 26]
[BSA_averageDensity : 0.375751]
[BSA_reordering : 4256]
[BSA_numClusters : 11613]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 108551]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 10002]
[BSA_numClusters : 19275]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 114643]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 12163]
[BSA_numClusters : 23075]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 156466]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1999]
[BSA_averageDensity : 0.517179]
[BSA_reordering : 2386]
[BSA_numClusters : 4330]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 414076]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2045]
[BSA_averageDensity : 0.519883]
[BSA_reordering : 2235]
[BSA_numClusters : 4332]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 425569]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2045]
[BSA_averageDensity : 0.519883]
[BSA_reordering : 2385]
[BSA_numClusters : 4332]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 425569]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 9]
[BSA_averageDensity : 0.322483]
[BSA_reordering : 819]
[BSA_numClusters : 3838]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 115331]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 29]
[BSA_averageDensity : 0.320851]
[BSA_reordering : 2733]
[BSA_numClusters : 6194]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 440516]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 105]
[BSA_averageDensity : 0.33497]
[BSA_reordering : 3942]
[BSA_numClusters : 11576]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 437496]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1548]
[BSA_averageDensity : 0.42022]
[BSA_reordering : 2350]
[BSA_numClusters : 4774]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 317728]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 16755]
[BSA_averageDensity : 0.382898]
[BSA_reordering : 90365]
[BSA_numClusters : 22643]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 3283218]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 19263]
[BSA_numClusters : 29722]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 421578]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5600]
[BSA_averageDensity : 0.401157]
[BSA_reordering : 14107]
[BSA_numClusters : 12622]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 1798902]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4618]
[BSA_averageDensity : 0.455419]
[BSA_reordering : 42186]
[BSA_numClusters : 28499]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 1183179]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 309]
[BSA_averageDensity : 0.576899]
[BSA_reordering : 6304]
[BSA_numClusters : 7404]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 249320]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 89729]
[BSA_numClusters : 49878]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208499]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 112178]
[BSA_numClusters : 57898]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 375558]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 26546]
[BSA_numClusters : 12879]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 329762]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 860]
[BSA_averageDensity : 0.533626]
[BSA_reordering : 6429]
[BSA_numClusters : 7685]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 266955]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2]
[BSA_averageDensity : 0.375]
[BSA_reordering : 5015]
[BSA_numClusters : 9977]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 260717]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2]
[BSA_averageDensity : 0.375]
[BSA_reordering : 60590]
[BSA_numClusters : 32872]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 240888]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1]
[BSA_averageDensity : 0.300781]
[BSA_reordering : 14296]
[BSA_numClusters : 24578]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 175616]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4685]
[BSA_numClusters : 14028]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 113435]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 17420]
[BSA_numClusters : 24409]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 933195]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 6644]
[BSA_numClusters : 11835]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 144945]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 8977]
[BSA_averageDensity : 0.8447]
[BSA_reordering : 1302]
[BSA_numClusters : 2038]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 262734]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 39853]
[BSA_numClusters : 24222]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 335872]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2444]
[BSA_averageDensity : 0.575207]
[BSA_reordering : 3995]
[BSA_numClusters : 5458]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 166258]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2444]
[BSA_averageDensity : 0.575207]
[BSA_reordering : 4090]
[BSA_numClusters : 5458]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 166258]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2444]
[BSA_averageDensity : 0.575207]
[BSA_reordering : 3961]
[BSA_numClusters : 5458]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 166258]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2444]
[BSA_averageDensity : 0.575207]
[BSA_reordering : 4251]
[BSA_numClusters : 5460]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 166253]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2444]
[BSA_averageDensity : 0.575207]
[BSA_reordering : 4040]
[BSA_numClusters : 5458]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 166258]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.9]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2444]
[BSA_averageDensity : 0.575207]
[BSA_reordering : 4141]
[BSA_numClusters : 5458]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 166258]

---New data---
