
---New data---
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 161738]
[BSA_numClusters : 71044]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2449194]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.348026]
[BSA_reordering : 2144]
[BSA_numClusters : 4672]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 747613]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9282]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8856]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8879]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8736]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8677]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9491]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9142]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8962]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 9]
[BSA_averageDensity : 0.360677]
[BSA_reordering : 4100]
[BSA_numClusters : 12368]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 215251]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 8]
[BSA_averageDensity : 0.368652]
[BSA_reordering : 4105]
[BSA_numClusters : 12346]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 217729]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4045]
[BSA_numClusters : 12398]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 206474]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3111]
[BSA_numClusters : 11182]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 134569]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2294]
[BSA_averageDensity : 0.465808]
[BSA_reordering : 96]
[BSA_numClusters : 591]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 151035]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 26812]
[BSA_numClusters : 19066]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 311850]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2235]
[BSA_averageDensity : 0.585212]
[BSA_reordering : 748]
[BSA_numClusters : 1982]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 196991]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2]
[BSA_averageDensity : 0.316406]
[BSA_reordering : 4741]
[BSA_numClusters : 8470]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 255637]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3362]
[BSA_numClusters : 11946]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 120413]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 873]
[BSA_averageDensity : 0.413548]
[BSA_reordering : 285]
[BSA_numClusters : 1439]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 252675]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 424]
[BSA_averageDensity : 0.381477]
[BSA_reordering : 325]
[BSA_numClusters : 1522]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 222347]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 9]
[BSA_averageDensity : 0.362847]
[BSA_reordering : 25300]
[BSA_numClusters : 15874]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 467260]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4305]
[BSA_averageDensity : 0.592655]
[BSA_reordering : 1345]
[BSA_numClusters : 3993]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 595578]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 175]
[BSA_averageDensity : 0.305804]
[BSA_reordering : 50654]
[BSA_numClusters : 15706]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 3586232]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 17626]
[BSA_averageDensity : 0.946817]
[BSA_reordering : 1196]
[BSA_numClusters : 2235]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 124007]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2876]
[BSA_averageDensity : 0.486214]
[BSA_reordering : 1091]
[BSA_numClusters : 2739]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 318461]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 37]
[BSA_averageDensity : 0.423986]
[BSA_reordering : 2946]
[BSA_numClusters : 8287]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 107036]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 37]
[BSA_averageDensity : 0.423986]
[BSA_reordering : 3057]
[BSA_numClusters : 8287]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 107036]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 7477]
[BSA_numClusters : 15431]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 114643]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 11449]
[BSA_numClusters : 17980]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 156466]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2387]
[BSA_averageDensity : 0.532796]
[BSA_reordering : 1964]
[BSA_numClusters : 3346]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 353162]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2407]
[BSA_averageDensity : 0.532964]
[BSA_reordering : 2016]
[BSA_numClusters : 3357]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 369330]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2407]
[BSA_averageDensity : 0.532964]
[BSA_reordering : 2071]
[BSA_numClusters : 3357]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 369330]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 24]
[BSA_averageDensity : 0.320964]
[BSA_reordering : 608]
[BSA_numClusters : 1885]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 114102]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 74]
[BSA_averageDensity : 0.332137]
[BSA_reordering : 2060]
[BSA_numClusters : 5047]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 436606]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 726]
[BSA_averageDensity : 0.361317]
[BSA_reordering : 1810]
[BSA_numClusters : 4852]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 379347]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1567]
[BSA_averageDensity : 0.405911]
[BSA_reordering : 1521]
[BSA_numClusters : 3176]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 321424]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 19901]
[BSA_averageDensity : 0.403867]
[BSA_reordering : 52318]
[BSA_numClusters : 15350]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 2868009]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 19039]
[BSA_numClusters : 28987]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 421578]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7072]
[BSA_averageDensity : 0.423121]
[BSA_reordering : 10508]
[BSA_numClusters : 9550]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 1607969]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5078]
[BSA_averageDensity : 0.45552]
[BSA_reordering : 20939]
[BSA_numClusters : 13075]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 1129418]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 310]
[BSA_averageDensity : 0.585496]
[BSA_reordering : 5110]
[BSA_numClusters : 4850]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 248490]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 91242]
[BSA_numClusters : 49037]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208499]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 68429]
[BSA_numClusters : 40903]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 375558]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 23007]
[BSA_numClusters : 12261]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 329762]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 872]
[BSA_averageDensity : 0.532106]
[BSA_reordering : 3953]
[BSA_numClusters : 3460]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 265655]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7]
[BSA_averageDensity : 0.331473]
[BSA_reordering : 4485]
[BSA_numClusters : 7416]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 260315]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5]
[BSA_averageDensity : 0.339063]
[BSA_reordering : 56813]
[BSA_numClusters : 29960]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 240646]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5]
[BSA_averageDensity : 0.363281]
[BSA_reordering : 12108]
[BSA_numClusters : 20955]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 175228]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3273]
[BSA_numClusters : 10476]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 113435]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 342]
[BSA_averageDensity : 0.308468]
[BSA_reordering : 7455]
[BSA_numClusters : 9068]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 906188]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 5559]
[BSA_numClusters : 9869]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 144945]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 8942]
[BSA_averageDensity : 0.855531]
[BSA_reordering : 1074]
[BSA_numClusters : 1489]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 245509]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 35087]
[BSA_numClusters : 19648]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 335872]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2529]
[BSA_averageDensity : 0.566238]
[BSA_reordering : 1805]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 159548]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2529]
[BSA_averageDensity : 0.566238]
[BSA_reordering : 1655]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 159548]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2529]
[BSA_averageDensity : 0.566238]
[BSA_reordering : 1665]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 159548]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2529]
[BSA_averageDensity : 0.56621]
[BSA_reordering : 1652]
[BSA_numClusters : 2586]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 159561]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2529]
[BSA_averageDensity : 0.566238]
[BSA_reordering : 1728]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 159548]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.3]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2529]
[BSA_averageDensity : 0.566238]
[BSA_reordering : 1743]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 159548]

