
---New data---
[BSA_block_size : 16]
[BSA_numDenseBlock : 595]
[BSA_averageDensity : 0.132806]
[BSA_reordering : 101963]
[BSA_numClusters : 44818]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2428965]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 13058]
[BSA_averageDensity : 0.214767]
[BSA_reordering : 1000]
[BSA_numClusters : 2331]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 170003]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3049]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3028]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3140]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3223]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3395]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3326]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3253]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 684]
[BSA_averageDensity : 0.112322]
[BSA_reordering : 3290]
[BSA_numClusters : 5066]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 361658]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 631]
[BSA_averageDensity : 0.139053]
[BSA_reordering : 2096]
[BSA_numClusters : 6444]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 193620]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 644]
[BSA_averageDensity : 0.141128]
[BSA_reordering : 2039]
[BSA_numClusters : 6452]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 195217]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 451]
[BSA_averageDensity : 0.129279]
[BSA_reordering : 2109]
[BSA_numClusters : 6471]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 191548]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 777]
[BSA_averageDensity : 0.136332]
[BSA_reordering : 1038]
[BSA_numClusters : 3774]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 107451]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4385]
[BSA_averageDensity : 0.356717]
[BSA_reordering : 83]
[BSA_numClusters : 399]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 24151]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1459]
[BSA_averageDensity : 0.116192]
[BSA_reordering : 18514]
[BSA_numClusters : 12285]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 268452]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4571]
[BSA_averageDensity : 0.387337]
[BSA_reordering : 641]
[BSA_numClusters : 1451]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 78573]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1610]
[BSA_averageDensity : 0.141159]
[BSA_reordering : 3655]
[BSA_numClusters : 5626]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 197619]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 229]
[BSA_averageDensity : 0.142126]
[BSA_reordering : 1705]
[BSA_numClusters : 6636]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 112081]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3795]
[BSA_averageDensity : 0.24641]
[BSA_reordering : 178]
[BSA_numClusters : 818]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 105706]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2619]
[BSA_averageDensity : 0.23835]
[BSA_reordering : 175]
[BSA_numClusters : 791]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 103949]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2001]
[BSA_averageDensity : 0.134452]
[BSA_reordering : 23495]
[BSA_numClusters : 13388]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 399222]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 11975]
[BSA_averageDensity : 0.336368]
[BSA_reordering : 1195]
[BSA_numClusters : 2602]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 217560]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 54588]
[BSA_averageDensity : 0.192296]
[BSA_reordering : 20885]
[BSA_numClusters : 6736]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 912687]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 18742]
[BSA_averageDensity : 0.903592]
[BSA_reordering : 846]
[BSA_numClusters : 1503]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 60899]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7026]
[BSA_averageDensity : 0.314816]
[BSA_reordering : 821]
[BSA_numClusters : 1736]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 110194]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 639]
[BSA_averageDensity : 0.163977]
[BSA_reordering : 1828]
[BSA_numClusters : 4992]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 84228]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 639]
[BSA_averageDensity : 0.163977]
[BSA_reordering : 1801]
[BSA_numClusters : 4992]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 84228]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 793]
[BSA_averageDensity : 0.124025]
[BSA_reordering : 3574]
[BSA_numClusters : 8210]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 89465]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 19]
[BSA_averageDensity : 0.120683]
[BSA_reordering : 6260]
[BSA_numClusters : 9300]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 155879]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6401]
[BSA_averageDensity : 0.31678]
[BSA_reordering : 1765]
[BSA_numClusters : 2806]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 159646]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6810]
[BSA_averageDensity : 0.309043]
[BSA_reordering : 1945]
[BSA_numClusters : 2815]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 158964]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6810]
[BSA_averageDensity : 0.309043]
[BSA_reordering : 1745]
[BSA_numClusters : 2815]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 158964]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1019]
[BSA_averageDensity : 0.173263]
[BSA_reordering : 498]
[BSA_numClusters : 1381]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 70876]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5904]
[BSA_averageDensity : 0.171938]
[BSA_reordering : 1242]
[BSA_numClusters : 2879]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 183027]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4132]
[BSA_averageDensity : 0.232751]
[BSA_reordering : 785]
[BSA_numClusters : 2153]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 200298]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6408]
[BSA_averageDensity : 0.233095]
[BSA_reordering : 1137]
[BSA_numClusters : 2015]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 101876]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 54274]
[BSA_averageDensity : 0.325829]
[BSA_reordering : 25108]
[BSA_numClusters : 6995]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 398460]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3]
[BSA_averageDensity : 0.130208]
[BSA_reordering : 16681]
[BSA_numClusters : 26019]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 421478]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 28995]
[BSA_averageDensity : 0.274775]
[BSA_reordering : 3874]
[BSA_numClusters : 3612]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 334422]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 12931]
[BSA_averageDensity : 0.291913]
[BSA_reordering : 10043]
[BSA_numClusters : 6500]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 755250]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2705]
[BSA_averageDensity : 0.199259]
[BSA_reordering : 3119]
[BSA_numClusters : 2769]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 156972]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4]
[BSA_averageDensity : 0.104492]
[BSA_reordering : 67840]
[BSA_numClusters : 41337]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208392]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2353]
[BSA_averageDensity : 0.131903]
[BSA_reordering : 26396]
[BSA_numClusters : 20657]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 296104]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4240]
[BSA_averageDensity : 0.124869]
[BSA_reordering : 20175]
[BSA_numClusters : 8774]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 194224]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4063]
[BSA_averageDensity : 0.246257]
[BSA_reordering : 2876]
[BSA_numClusters : 1895]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 128299]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1517]
[BSA_averageDensity : 0.135202]
[BSA_reordering : 2700]
[BSA_numClusters : 4415]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 208403]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 904]
[BSA_averageDensity : 0.142894]
[BSA_reordering : 44018]
[BSA_numClusters : 24578]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 208011]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 228]
[BSA_averageDensity : 0.142852]
[BSA_reordering : 8298]
[BSA_numClusters : 15566]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 167355]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 357]
[BSA_averageDensity : 0.12326]
[BSA_reordering : 1799]
[BSA_numClusters : 5816]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 102170]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 13998]
[BSA_averageDensity : 0.185071]
[BSA_reordering : 2294]
[BSA_numClusters : 3163]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 269995]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 569]
[BSA_averageDensity : 0.11578]
[BSA_reordering : 4458]
[BSA_numClusters : 7458]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 128080]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 10726]
[BSA_averageDensity : 0.732823]
[BSA_reordering : 790]
[BSA_numClusters : 1030]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 191722]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2240]
[BSA_averageDensity : 0.10865]
[BSA_reordering : 22564]
[BSA_numClusters : 12431]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 273568]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3162]
[BSA_averageDensity : 0.502162]
[BSA_reordering : 1214]
[BSA_numClusters : 1832]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 119658]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3162]
[BSA_averageDensity : 0.502162]
[BSA_reordering : 1102]
[BSA_numClusters : 1832]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 119658]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3162]
[BSA_averageDensity : 0.502162]
[BSA_reordering : 1347]
[BSA_numClusters : 1832]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 119658]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3195]
[BSA_averageDensity : 0.498014]
[BSA_reordering : 1212]
[BSA_numClusters : 1832]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 118803]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3162]
[BSA_averageDensity : 0.502162]
[BSA_reordering : 1098]
[BSA_numClusters : 1832]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 119658]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.5]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3162]
