
---New data---
[BSA_block_size : 16]
[BSA_numDenseBlock : 3233]
[BSA_averageDensity : 0.12839]
[BSA_reordering : 17054]
[BSA_numClusters : 8862]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2342932]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 12178]
[BSA_averageDensity : 0.217657]
[BSA_reordering : 467]
[BSA_numClusters : 848]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 209378]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 957]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 970]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 976]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 1072]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 991]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 1076]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 981]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1575]
[BSA_averageDensity : 0.122183]
[BSA_reordering : 966]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 332062]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 776]
[BSA_averageDensity : 0.136779]
[BSA_reordering : 578]
[BSA_numClusters : 1522]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 188910]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 820]
[BSA_averageDensity : 0.139467]
[BSA_reordering : 551]
[BSA_numClusters : 1520]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 189207]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 612]
[BSA_averageDensity : 0.1307]
[BSA_reordering : 588]
[BSA_numClusters : 1519]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 185997]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1022]
[BSA_averageDensity : 0.135148]
[BSA_reordering : 251]
[BSA_numClusters : 1002]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 99210]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4355]
[BSA_averageDensity : 0.362475]
[BSA_reordering : 80]
[BSA_numClusters : 359]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 20471]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1225]
[BSA_averageDensity : 0.116336]
[BSA_reordering : 6076]
[BSA_numClusters : 4324]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 275367]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4534]
[BSA_averageDensity : 0.394474]
[BSA_reordering : 421]
[BSA_numClusters : 883]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 73959]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2125]
[BSA_averageDensity : 0.149143]
[BSA_reordering : 2072]
[BSA_numClusters : 2839]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 174665]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 496]
[BSA_averageDensity : 0.133852]
[BSA_reordering : 555]
[BSA_numClusters : 2009]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 103417]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3904]
[BSA_averageDensity : 0.250946]
[BSA_reordering : 146]
[BSA_numClusters : 516]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 94297]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2663]
[BSA_averageDensity : 0.239619]
[BSA_reordering : 139]
[BSA_numClusters : 502]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 100399]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3287]
[BSA_averageDensity : 0.136431]
[BSA_reordering : 10537]
[BSA_numClusters : 5329]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 353293]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 12689]
[BSA_averageDensity : 0.306863]
[BSA_reordering : 472]
[BSA_numClusters : 1021]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 251923]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 57447]
[BSA_averageDensity : 0.19339]
[BSA_reordering : 9306]
[BSA_numClusters : 1842]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 755850]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 18755]
[BSA_averageDensity : 0.902785]
[BSA_reordering : 397]
[BSA_numClusters : 568]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 61766]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6988]
[BSA_averageDensity : 0.323327]
[BSA_reordering : 487]
[BSA_numClusters : 909]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 98030]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1018]
[BSA_averageDensity : 0.159561]
[BSA_reordering : 755]
[BSA_numClusters : 1803]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 69469]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1018]
[BSA_averageDensity : 0.159561]
[BSA_reordering : 720]
[BSA_numClusters : 1803]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 69469]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1038]
[BSA_averageDensity : 0.121899]
[BSA_reordering : 1608]
[BSA_numClusters : 3315]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 82251]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 19]
[BSA_averageDensity : 0.120683]
[BSA_reordering : 2550]
[BSA_numClusters : 4190]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 155879]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6422]
[BSA_averageDensity : 0.315892]
[BSA_reordering : 910]
[BSA_numClusters : 1323]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 159402]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6681]
[BSA_averageDensity : 0.312667]
[BSA_reordering : 859]
[BSA_numClusters : 1328]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 162973]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6681]
[BSA_averageDensity : 0.312667]
[BSA_reordering : 853]
[BSA_numClusters : 1328]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 162973]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1254]
[BSA_averageDensity : 0.152867]
[BSA_reordering : 246]
[BSA_numClusters : 628]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 67000]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5942]
[BSA_averageDensity : 0.180728]
[BSA_reordering : 570]
[BSA_numClusters : 1046]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 167983]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4361]
[BSA_averageDensity : 0.230533]
[BSA_reordering : 416]
[BSA_numClusters : 1116]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 189129]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6616]
[BSA_averageDensity : 0.226362]
[BSA_reordering : 449]
[BSA_numClusters : 746]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 100868]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 53300]
[BSA_averageDensity : 0.33471]
[BSA_reordering : 14040]
[BSA_numClusters : 4278]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 358523]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 37]
[BSA_averageDensity : 0.132179]
[BSA_reordering : 9364]
[BSA_numClusters : 16509]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 420326]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 28395]
[BSA_averageDensity : 0.284885]
[BSA_reordering : 1855]
[BSA_numClusters : 1572]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 303135]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 13265]
[BSA_averageDensity : 0.286585]
[BSA_reordering : 4107]
[BSA_numClusters : 3085]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 748383]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2678]
[BSA_averageDensity : 0.201421]
[BSA_reordering : 1391]
[BSA_numClusters : 1317]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 156867]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3]
[BSA_averageDensity : 0.108073]
[BSA_reordering : 25103]
[BSA_numClusters : 19542]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208416]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4085]
[BSA_averageDensity : 0.144798]
[BSA_reordering : 10027]
[BSA_numClusters : 6170]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 224134]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4737]
[BSA_averageDensity : 0.132408]
[BSA_reordering : 9436]
[BSA_numClusters : 3225]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 169194]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4081]
[BSA_averageDensity : 0.246442]
[BSA_reordering : 1174]
[BSA_numClusters : 1146]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 126971]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2167]
[BSA_averageDensity : 0.136275]
[BSA_reordering : 1820]
[BSA_numClusters : 2278]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 185310]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1276]
[BSA_averageDensity : 0.139811]
[BSA_reordering : 14943]
[BSA_numClusters : 11514]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 195410]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 394]
[BSA_averageDensity : 0.141963]
[BSA_reordering : 3003]
[BSA_numClusters : 7067]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 161374]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 843]
[BSA_averageDensity : 0.133725]
[BSA_reordering : 720]
[BSA_numClusters : 1730]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 84576]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 13662]
[BSA_averageDensity : 0.192256]
[BSA_reordering : 1041]
[BSA_numClusters : 1073]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 260784]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 905]
[BSA_averageDensity : 0.116337]
[BSA_reordering : 1846]
[BSA_numClusters : 2801]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 117992]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 10980]
[BSA_averageDensity : 0.701001]
[BSA_reordering : 405]
[BSA_numClusters : 430]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 233519]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2205]
[BSA_averageDensity : 0.123556]
[BSA_reordering : 9708]
[BSA_numClusters : 4957]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 266127]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3529]
[BSA_averageDensity : 0.446323]
[BSA_reordering : 580]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 122925]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3529]
[BSA_averageDensity : 0.446323]
[BSA_reordering : 504]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 122925]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3529]
[BSA_averageDensity : 0.446323]
[BSA_reordering : 517]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 122925]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3529]
[BSA_averageDensity : 0.446322]
[BSA_reordering : 505]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 122921]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3529]
[BSA_averageDensity : 0.446323]
[BSA_reordering : 569]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 122925]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3529]
[BSA_averageDensity : 0.446323]
[BSA_reordering : 516]
