
---New data---
[BSA_averageDensity : 0]
[BSA_reordering : 17054]
[BSA_numClusters : 8862]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2449194]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 302]
[BSA_averageDensity : 0.520902]
[BSA_reordering : 467]
[BSA_numClusters : 848]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 847665]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 957]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 970]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 976]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1072]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 991]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1076]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 981]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 966]
[BSA_numClusters : 2028]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3]
[BSA_averageDensity : 0.532552]
[BSA_reordering : 578]
[BSA_numClusters : 1522]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 215673]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4]
[BSA_averageDensity : 0.542969]
[BSA_reordering : 551]
[BSA_numClusters : 1520]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 217928]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 588]
[BSA_numClusters : 1519]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 206474]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 251]
[BSA_numClusters : 1002]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 134569]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1216]
[BSA_averageDensity : 0.592773]
[BSA_reordering : 80]
[BSA_numClusters : 359]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 240059]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 6076]
[BSA_numClusters : 4324]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 311850]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1105]
[BSA_averageDensity : 0.787546]
[BSA_reordering : 421]
[BSA_numClusters : 883]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 309045]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 2072]
[BSA_numClusters : 2839]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 255799]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 555]
[BSA_numClusters : 2009]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 120413]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 394]
[BSA_averageDensity : 0.626378]
[BSA_reordering : 146]
[BSA_numClusters : 516]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 281919]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 178]
[BSA_averageDensity : 0.608497]
[BSA_reordering : 139]
[BSA_numClusters : 502]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 236026]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4]
[BSA_averageDensity : 0.71875]
[BSA_reordering : 10537]
[BSA_numClusters : 5329]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 467360]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2293]
[BSA_averageDensity : 0.771484]
[BSA_reordering : 472]
[BSA_numClusters : 1021]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 795864]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9306]
[BSA_numClusters : 1842]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 3599932]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 16464]
[BSA_averageDensity : 0.984605]
[BSA_reordering : 397]
[BSA_numClusters : 568]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 246393]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 908]
[BSA_averageDensity : 0.658801]
[BSA_reordering : 487]
[BSA_numClusters : 909]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 523302]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 8]
[BSA_averageDensity : 0.555664]
[BSA_reordering : 755]
[BSA_numClusters : 1803]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 109914]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 8]
[BSA_averageDensity : 0.555664]
[BSA_reordering : 720]
[BSA_numClusters : 1803]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 109914]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1608]
[BSA_numClusters : 3315]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 114643]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 2550]
[BSA_numClusters : 4190]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 156466]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1087]
[BSA_averageDensity : 0.744178]
[BSA_reordering : 910]
[BSA_numClusters : 1323]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 471655]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1094]
[BSA_averageDensity : 0.732243]
[BSA_reordering : 859]
[BSA_numClusters : 1328]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 492663]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1094]
[BSA_averageDensity : 0.732243]
[BSA_reordering : 853]
[BSA_numClusters : 1328]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 492663]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 246]
[BSA_numClusters : 628]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 116074]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5]
[BSA_averageDensity : 0.532031]
[BSA_reordering : 570]
[BSA_numClusters : 1046]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 442217]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 416]
[BSA_numClusters : 1116]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 446500]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 449]
[BSA_numClusters : 746]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 484256]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 10081]
[BSA_averageDensity : 0.683362]
[BSA_reordering : 14040]
[BSA_numClusters : 4278]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 3161996]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9364]
[BSA_numClusters : 16509]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 421578]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3649]
[BSA_averageDensity : 0.628285]
[BSA_reordering : 1855]
[BSA_numClusters : 1572]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 1787092]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1458]
[BSA_averageDensity : 0.624708]
[BSA_reordering : 4107]
[BSA_numClusters : 3085]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 1488408]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 205]
[BSA_averageDensity : 0.68287]
[BSA_reordering : 1391]
[BSA_numClusters : 1317]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 259118]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 25103]
[BSA_numClusters : 19542]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208499]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 10027]
[BSA_numClusters : 6170]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 375558]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9436]
[BSA_numClusters : 3225]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 329762]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 521]
[BSA_averageDensity : 0.624685]
[BSA_reordering : 1174]
[BSA_numClusters : 1146]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 301120]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2]
[BSA_averageDensity : 0.515625]
[BSA_reordering : 1820]
[BSA_numClusters : 2278]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 260645]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 14943]
[BSA_numClusters : 11514]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 241080]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3003]
[BSA_numClusters : 7067]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 175693]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 720]
[BSA_numClusters : 1730]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 113435]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1041]
[BSA_numClusters : 1073]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 933195]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1846]
[BSA_numClusters : 2801]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 144945]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7128]
[BSA_averageDensity : 0.946027]
[BSA_reordering : 405]
[BSA_numClusters : 430]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 477670]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9708]
[BSA_numClusters : 4957]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 335872]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1602]
[BSA_averageDensity : 0.620001]
[BSA_reordering : 580]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 271874]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1602]
[BSA_averageDensity : 0.620001]
[BSA_reordering : 504]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 271874]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1602]
[BSA_averageDensity : 0.620001]
[BSA_reordering : 517]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 271874]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1602]
[BSA_averageDensity : 0.620001]
[BSA_reordering : 505]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 271869]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1602]
[BSA_averageDensity : 0.620001]
[BSA_reordering : 569]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 271874]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1602]
[BSA_averageDensity : 0.620001]
[BSA_reordering : 516]
[BSA_numClusters : 728]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 271874]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_11.mtx]
[K : 32]
[BSA_alpha : 0.3]
[BSA_delta : 0.5]
[BSA_block_size : 16]
