
---New data---
[BSA_averageDensity : 0]
[BSA_reordering : 161738]
[BSA_numClusters : 71044]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2449194]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 27]
[BSA_averageDensity : 0.522569]
[BSA_reordering : 2144]
[BSA_numClusters : 4672]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 884325]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9282]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8856]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8879]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8736]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8677]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9491]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 9142]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 8962]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 381326]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4100]
[BSA_numClusters : 12368]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 216082]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4105]
[BSA_numClusters : 12346]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 218484]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4045]
[BSA_numClusters : 12398]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 206474]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3111]
[BSA_numClusters : 11182]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 134569]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 858]
[BSA_averageDensity : 0.580957]
[BSA_reordering : 96]
[BSA_numClusters : 591]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 296981]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 26812]
[BSA_numClusters : 19066]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 311850]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1017]
[BSA_averageDensity : 0.797866]
[BSA_reordering : 748]
[BSA_numClusters : 1982]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 324100]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4741]
[BSA_numClusters : 8470]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 255799]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3362]
[BSA_numClusters : 11946]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 120413]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 172]
[BSA_averageDensity : 0.58403]
[BSA_reordering : 285]
[BSA_numClusters : 1439]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 319382]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 39]
[BSA_averageDensity : 0.58123]
[BSA_reordering : 325]
[BSA_numClusters : 1522]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 257951]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1]
[BSA_averageDensity : 0.5625]
[BSA_reordering : 25300]
[BSA_numClusters : 15874]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 467952]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2175]
[BSA_averageDensity : 0.796148]
[BSA_reordering : 1345]
[BSA_numClusters : 3993]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 805436]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 50654]
[BSA_numClusters : 15706]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 3599932]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 16491]
[BSA_averageDensity : 0.984499]
[BSA_reordering : 1196]
[BSA_numClusters : 2235]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 240033]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 784]
[BSA_averageDensity : 0.662887]
[BSA_reordering : 1091]
[BSA_numClusters : 2739]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 543395]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7]
[BSA_averageDensity : 0.5625]
[BSA_reordering : 2946]
[BSA_numClusters : 8287]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 110044]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7]
[BSA_averageDensity : 0.5625]
[BSA_reordering : 3057]
[BSA_numClusters : 8287]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 110044]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 7477]
[BSA_numClusters : 15431]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 114643]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 11449]
[BSA_numClusters : 17980]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 156466]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 978]
[BSA_averageDensity : 0.733776]
[BSA_reordering : 1964]
[BSA_numClusters : 3346]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 495025]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 966]
[BSA_averageDensity : 0.740699]
[BSA_reordering : 2016]
[BSA_numClusters : 3357]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 514566]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 966]
[BSA_averageDensity : 0.740699]
[BSA_reordering : 2071]
[BSA_numClusters : 3357]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 514566]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 608]
[BSA_numClusters : 1885]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 116074]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 2060]
[BSA_numClusters : 5047]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 442898]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1810]
[BSA_numClusters : 4852]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 446500]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 1521]
[BSA_numClusters : 3176]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 484256]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3060]
[BSA_averageDensity : 0.61321]
[BSA_reordering : 52318]
[BSA_numClusters : 15350]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 4445210]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 19039]
[BSA_numClusters : 28987]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 421578]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1465]
[BSA_averageDensity : 0.605431]
[BSA_reordering : 10508]
[BSA_numClusters : 9550]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 2146940]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1425]
[BSA_averageDensity : 0.625192]
[BSA_reordering : 20939]
[BSA_numClusters : 13075]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 1493509]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 212]
[BSA_averageDensity : 0.666163]
[BSA_reordering : 5110]
[BSA_numClusters : 4850]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 258801]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 91242]
[BSA_numClusters : 49037]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208499]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 68429]
[BSA_numClusters : 40903]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 375558]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 23007]
[BSA_numClusters : 12261]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 329762]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 513]
[BSA_averageDensity : 0.623157]
[BSA_reordering : 3953]
[BSA_numClusters : 3460]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 302600]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 4485]
[BSA_numClusters : 7416]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 260909]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 56813]
[BSA_numClusters : 29960]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 241080]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 12108]
[BSA_numClusters : 20955]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 175693]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 3273]
[BSA_numClusters : 10476]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 113435]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 7455]
[BSA_numClusters : 9068]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 933195]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 5559]
[BSA_numClusters : 9869]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 144945]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 7450]
[BSA_averageDensity : 0.94194]
[BSA_reordering : 1074]
[BSA_numClusters : 1489]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 407481]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 35087]
[BSA_numClusters : 19648]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 335872]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1771]
[BSA_averageDensity : 0.640552]
[BSA_reordering : 1805]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 235733]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1771]
[BSA_averageDensity : 0.640552]
[BSA_reordering : 1655]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 235733]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1771]
[BSA_averageDensity : 0.640552]
[BSA_reordering : 1665]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 235733]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1771]
[BSA_averageDensity : 0.640513]
[BSA_reordering : 1652]
[BSA_numClusters : 2586]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 235746]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1771]
[BSA_averageDensity : 0.640552]
[BSA_reordering : 1728]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 235733]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.5]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1771]
[BSA_averageDensity : 0.640552]
[BSA_reordering : 1743]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 235733]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_11.mtx]
[K : 32]
[BSA_alpha : 0.7]
