
---New data---
[BSA_block_size : 16]
[BSA_numDenseBlock : 26]
[BSA_averageDensity : 0.116737]
[BSA_reordering : 161738]
[BSA_numClusters : 71044]
[BSA_numNNZ_bellpack : 2449194]
[BSA_numNNZ_csr : 2448417]

---New data---
[File : ./suiteSparse_dataset/crystk03/crystk03.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 15198]
[BSA_averageDensity : 0.186371]
[BSA_reordering : 2144]
[BSA_numClusters : 4672]
[BSA_numNNZ_bellpack : 887937]
[BSA_numNNZ_csr : 162826]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 9282]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 8856]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 8879]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 8736]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 8677]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 9491]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 9142]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 213]
[BSA_averageDensity : 0.108476]
[BSA_reordering : 8962]
[BSA_numClusters : 12512]
[BSA_numNNZ_bellpack : 381326]
[BSA_numNNZ_csr : 375411]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 383]
[BSA_averageDensity : 0.137841]
[BSA_reordering : 4100]
[BSA_numClusters : 12368]
[BSA_numNNZ_bellpack : 216082]
[BSA_numNNZ_csr : 202567]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 445]
[BSA_averageDensity : 0.139062]
[BSA_reordering : 4105]
[BSA_numClusters : 12346]
[BSA_numNNZ_bellpack : 218484]
[BSA_numNNZ_csr : 202642]

---New data---
[File : ./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 229]
[BSA_averageDensity : 0.120616]
[BSA_reordering : 4045]
[BSA_numClusters : 12398]
[BSA_numNNZ_bellpack : 206474]
[BSA_numNNZ_csr : 199403]

---New data---
[File : ./suiteSparse_dataset/Dubcova1/Dubcova1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 77]
[BSA_averageDensity : 0.112368]
[BSA_reordering : 3111]
[BSA_numClusters : 11182]
[BSA_numNNZ_bellpack : 134569]
[BSA_numNNZ_csr : 132354]

---New data---
[File : ./suiteSparse_dataset/ted_A/ted_A.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4782]
[BSA_averageDensity : 0.327082]
[BSA_reordering : 96]
[BSA_numClusters : 591]
[BSA_numNNZ_bellpack : 424587]
[BSA_numNNZ_csr : 24176]

---New data---
[File : ./suiteSparse_dataset/mk12-b4/mk12-b4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1452]
[BSA_averageDensity : 0.117465]
[BSA_reordering : 26812]
[BSA_numClusters : 19066]
[BSA_numNNZ_bellpack : 311850]
[BSA_numNNZ_csr : 268187]

---New data---
[File : ./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4536]
[BSA_averageDensity : 0.377192]
[BSA_reordering : 748]
[BSA_numClusters : 1982]
[BSA_numNNZ_bellpack : 531826]
[BSA_numNNZ_csr : 93825]

---New data---
[File : ./suiteSparse_dataset/OPF_10000/OPF_10000.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1135]
[BSA_averageDensity : 0.13645]
[BSA_reordering : 4741]
[BSA_numClusters : 8470]
[BSA_numNNZ_bellpack : 255799]
[BSA_numNNZ_csr : 216152]

---New data---
[File : ./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 42]
[BSA_averageDensity : 0.138021]
[BSA_reordering : 3362]
[BSA_numClusters : 11946]
[BSA_numNNZ_bellpack : 120413]
[BSA_numNNZ_csr : 118929]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4432]
[BSA_averageDensity : 0.215422]
[BSA_reordering : 285]
[BSA_numClusters : 1439]
[BSA_numNNZ_bellpack : 345098]
[BSA_numNNZ_csr : 100682]

---New data---
[File : ./suiteSparse_dataset/cbuckle/cbuckle_G.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3235]
[BSA_averageDensity : 0.190105]
[BSA_reordering : 325]
[BSA_numClusters : 1522]
[BSA_numNNZ_bellpack : 263754]
[BSA_numNNZ_csr : 106317]

---New data---
[File : ./suiteSparse_dataset/c-71/c-71.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 920]
[BSA_averageDensity : 0.130078]
[BSA_reordering : 25300]
[BSA_numClusters : 15874]
[BSA_numNNZ_bellpack : 468096]
[BSA_numNNZ_csr : 437460]

---New data---
[File : ./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 11400]
[BSA_averageDensity : 0.330889]
[BSA_reordering : 1345]
[BSA_numClusters : 3993]
[BSA_numNNZ_bellpack : 1248731]
[BSA_numNNZ_csr : 283064]

---New data---
[File : ./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 48111]
[BSA_averageDensity : 0.19151]
[BSA_reordering : 50654]
[BSA_numClusters : 15706]
[BSA_numNNZ_bellpack : 3599932]
[BSA_numNNZ_csr : 1241209]

---New data---
[File : ./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 18697]
[BSA_averageDensity : 0.905262]
[BSA_reordering : 1196]
[BSA_numClusters : 2235]
[BSA_numNNZ_bellpack : 4396289]
[BSA_numNNZ_csr : 63315]

---New data---
[File : ./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6538]
[BSA_averageDensity : 0.309972]
[BSA_reordering : 1091]
[BSA_numClusters : 2739]
[BSA_numNNZ_bellpack : 676439]
[BSA_numNNZ_csr : 157630]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 321]
[BSA_averageDensity : 0.170561]
[BSA_reordering : 2946]
[BSA_numClusters : 8287]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 97036]

---New data---
[File : ./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 321]
[BSA_averageDensity : 0.170561]
[BSA_reordering : 3057]
[BSA_numClusters : 8287]
[BSA_numNNZ_bellpack : 111052]
[BSA_numNNZ_csr : 97036]

---New data---
[File : ./suiteSparse_dataset/mario001/mario001.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 399]
[BSA_averageDensity : 0.121691]
[BSA_reordering : 7477]
[BSA_numClusters : 15431]
[BSA_numNNZ_bellpack : 114643]
[BSA_numNNZ_csr : 102213]

---New data---
[File : ./suiteSparse_dataset/e18/e18.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 19]
[BSA_averageDensity : 0.122533]
[BSA_reordering : 11449]
[BSA_numClusters : 17980]
[BSA_numNNZ_bellpack : 156466]
[BSA_numNNZ_csr : 155870]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6599]
[BSA_averageDensity : 0.300678]
[BSA_reordering : 1964]
[BSA_numClusters : 3346]
[BSA_numNNZ_bellpack : 678739]
[BSA_numNNZ_csr : 170790]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6717]
[BSA_averageDensity : 0.301944]
[BSA_reordering : 2016]
[BSA_numClusters : 3357]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 178530]

---New data---
[File : ./suiteSparse_dataset/nsct/nsct_A_2.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6717]
[BSA_averageDensity : 0.301944]
[BSA_reordering : 2071]
[BSA_numClusters : 3357]
[BSA_numNNZ_bellpack : 697738]
[BSA_numNNZ_csr : 178530]

---New data---
[File : ./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1050]
[BSA_averageDensity : 0.153869]
[BSA_reordering : 608]
[BSA_numClusters : 1885]
[BSA_numNNZ_bellpack : 116074]
[BSA_numNNZ_csr : 74714]

---New data---
[File : ./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 5718]
[BSA_averageDensity : 0.156283]
[BSA_reordering : 2060]
[BSA_numClusters : 5047]
[BSA_numNNZ_bellpack : 442898]
[BSA_numNNZ_csr : 214129]

---New data---
[File : ./suiteSparse_dataset/Si10H16/Si10H16.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4161]
[BSA_averageDensity : 0.201325]
[BSA_reordering : 1810]
[BSA_numClusters : 4852]
[BSA_numNNZ_bellpack : 446500]
[BSA_numNNZ_csr : 232045]

---New data---
[File : ./suiteSparse_dataset/af23560/af23560.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 6437]
[BSA_averageDensity : 0.231732]
[BSA_reordering : 1521]
[BSA_numClusters : 3176]
[BSA_numNNZ_bellpack : 484256]
[BSA_numNNZ_csr : 102392]

---New data---
[File : ./suiteSparse_dataset/m_t1/m_t1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 68266]
[BSA_averageDensity : 0.246216]
[BSA_reordering : 52318]
[BSA_numClusters : 15350]
[BSA_numNNZ_bellpack : 4925574]
[BSA_numNNZ_csr : 622676]

---New data---
[File : ./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1]
[BSA_averageDensity : 0.109375]
[BSA_reordering : 19039]
[BSA_numClusters : 28987]
[BSA_numNNZ_bellpack : 421578]
[BSA_numNNZ_csr : 421550]

---New data---
[File : ./suiteSparse_dataset/rma10/rma10.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 32369]
[BSA_averageDensity : 0.226569]
[BSA_reordering : 10508]
[BSA_numClusters : 9550]
[BSA_numNNZ_bellpack : 2374001]
[BSA_numNNZ_csr : 496545]

---New data---
[File : ./suiteSparse_dataset/GaAsH6/GaAsH6.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 12852]
[BSA_averageDensity : 0.28366]
[BSA_reordering : 20939]
[BSA_numClusters : 13075]
[BSA_numNNZ_bellpack : 1721579]
[BSA_numNNZ_csr : 788306]

---New data---
[File : ./suiteSparse_dataset/c-67/c-67.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2653]
[BSA_averageDensity : 0.198795]
[BSA_reordering : 5110]
[BSA_numClusters : 4850]
[BSA_numNNZ_bellpack : 294955]
[BSA_numNNZ_csr : 159940]

---New data---
[File : ./suiteSparse_dataset/nv2010/nv2010.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 0]
[BSA_averageDensity : 0]
[BSA_reordering : 91242]
[BSA_numClusters : 49037]
[BSA_numNNZ_bellpack : 208499]
[BSA_numNNZ_csr : 208499]

---New data---
[File : ./suiteSparse_dataset/bcircuit/bcircuit.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 844]
[BSA_averageDensity : 0.12923]
[BSA_reordering : 68429]
[BSA_numClusters : 40903]
[BSA_numNNZ_bellpack : 375558]
[BSA_numNNZ_csr : 347636]

---New data---
[File : ./suiteSparse_dataset/shyy161/shyy161.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 2787]
[BSA_averageDensity : 0.124486]
[BSA_reordering : 23007]
[BSA_numClusters : 12261]
[BSA_numNNZ_bellpack : 329762]
[BSA_numNNZ_csr : 240945]

---New data---
[File : ./suiteSparse_dataset/c-64b/c-64b.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 4085]
[BSA_averageDensity : 0.243423]
[BSA_reordering : 3953]
[BSA_numClusters : 3460]
[BSA_numNNZ_bellpack : 384438]
[BSA_numNNZ_csr : 129876]

---New data---
[File : ./suiteSparse_dataset/c-59/c-59.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 863]
[BSA_averageDensity : 0.129898]
[BSA_reordering : 4485]
[BSA_numClusters : 7416]
[BSA_numNNZ_bellpack : 260909]
[BSA_numNNZ_csr : 232211]

---New data---
[File : ./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 619]
[BSA_averageDensity : 0.135835]
[BSA_reordering : 56813]
[BSA_numClusters : 29960]
[BSA_numNNZ_bellpack : 241080]
[BSA_numNNZ_csr : 219555]

---New data---
[File : ./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 108]
[BSA_averageDensity : 0.143446]
[BSA_reordering : 12108]
[BSA_numClusters : 20955]
[BSA_numNNZ_bellpack : 175693]
[BSA_numNNZ_csr : 171727]

---New data---
[File : ./suiteSparse_dataset/mark3jac040/mark3jac040.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 103]
[BSA_averageDensity : 0.114381]
[BSA_reordering : 3273]
[BSA_numClusters : 10476]
[BSA_numNNZ_bellpack : 113435]
[BSA_numNNZ_csr : 110419]

---New data---
[File : ./suiteSparse_dataset/kim1/kim1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 14706]
[BSA_averageDensity : 0.205086]
[BSA_reordering : 7455]
[BSA_numClusters : 9068]
[BSA_numNNZ_bellpack : 933195]
[BSA_numNNZ_csr : 161101]

---New data---
[File : ./suiteSparse_dataset/juba40k/juba40k.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 317]
[BSA_averageDensity : 0.111125]
[BSA_reordering : 5559]
[BSA_numClusters : 9869]
[BSA_numNNZ_bellpack : 144945]
[BSA_numNNZ_csr : 135927]

---New data---
[File : ./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 10917]
[BSA_averageDensity : 0.728457]
[BSA_reordering : 1074]
[BSA_numClusters : 1489]
[BSA_numNNZ_bellpack : 2203949]
[BSA_numNNZ_csr : 168091]

---New data---
[File : ./suiteSparse_dataset/pfinan512/pfinan512.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 1088]
[BSA_averageDensity : 0.109375]
[BSA_reordering : 35087]
[BSA_numClusters : 19648]
[BSA_numNNZ_bellpack : 335872]
[BSA_numNNZ_csr : 305408]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_12.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3712]
[BSA_averageDensity : 0.449129]
[BSA_reordering : 1805]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 99349]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_13.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3712]
[BSA_averageDensity : 0.449129]
[BSA_reordering : 1655]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 99349]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_09.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3712]
[BSA_averageDensity : 0.449129]
[BSA_reordering : 1665]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 99349]

---New data---
[File : ./suiteSparse_dataset/case39/case39.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3711]
[BSA_averageDensity : 0.449222]
[BSA_reordering : 1652]
[BSA_numClusters : 2586]
[BSA_numNNZ_bellpack : 526139]
[BSA_numNNZ_csr : 99371]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_07.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3712]
[BSA_averageDensity : 0.449129]
[BSA_reordering : 1728]
[BSA_numClusters : 2588]
[BSA_numNNZ_bellpack : 526144]
[BSA_numNNZ_csr : 99349]

---New data---
[File : ./suiteSparse_dataset/case39/case39_A_03.mtx]
[K : 32]
[BSA_alpha : 0.7]
[BSA_delta : 0.1]
[BSA_block_size : 16]
[BSA_numDenseBlock : 3712]
