file,M,N,NNZ,Sparsity,K,BSMR,cuSDDMM,cuSPARSE,RoDe,ASpT,TCGNN,FlashSparse,Sputnik
./suiteSparse_dataset/net100/net100.mtx,29920,29920,1031560,99.88%,64,4093.49,1315.77,140.77,0,0,59.5837,1809.8,78.62
./suiteSparse_dataset/g7jac160sc/g7jac160sc.mtx,47430,47430,656616,99.97%,64,3062.57,1597.7,78.25,0,0,186.605,1670.91,10.27
./suiteSparse_dataset/Zhao1/Zhao1.mtx,33861,33861,166453,99.98%,64,1541.23,702.63,19.98,0,0,245.178,1157.93,5.11
./suiteSparse_dataset/pkustk07/pkustk07.mtx,16860,16860,1217832,99.57%,64,5360.18,783.78,257.79,0,0,165.097,4073.78,283.07
./suiteSparse_dataset/lp_nug20/lp_nug20.mtx,15240,72600,304800,99.97%,64,1693.33,546.97,35.94,0,0,138.545,1024,9.7
./suiteSparse_dataset/c-54/c-54.mtx,31793,31793,211743,99.97%,64,2281.71,571.08,23.97,0,0,9.02974,1829.81,13.63
./suiteSparse_dataset/foldoc/foldoc.mtx,13356,13356,120238,99.93%,64,1707.93,442.74,14.31,0,0,45.9143,1350.04,23.46
./suiteSparse_dataset/airfoil_2d/airfoil_2d.mtx,14214,14214,259688,99.87%,64,2270,774.96,32.5,0,0,157.015,1288.37,44.43
./suiteSparse_dataset/lhr17c/lhr17c.mtx,17576,17576,381975,99.87%,64,4635.62,1060.31,46.12,0,0,461.253,2716.27,43.1
./suiteSparse_dataset/pcrystk03/pcrystk03.mtx,24696,24696,887937,99.85%,64,4050.81,1796.81,109,0,0,773.2,4926.39,99.71
./suiteSparse_dataset/conf6_0-8x8-30/conf6_0-8x8-30.mtx,49152,49152,1916928,99.92%,64,4453.83,2758.27,516.25,0,0,999.865,3182.45,27.9
./suiteSparse_dataset/chipcool1/chipcool1.mtx,20082,20082,281150,99.93%,64,2282.06,962.76,33.09,0,0,170.313,1128.13,24.34
./suiteSparse_dataset/lowThrust_13/lowThrust_13.mtx,18476,18476,117580,99.96%,64,1615.11,397.67,14.14,0,0,0.97234,1439.34,23.05
./suiteSparse_dataset/vsp_vibrobox_scagr7-2c_rlfddd/vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,77328,435586,99.99%,64,2039.26,859.7,52.45,0,0,17.0609,1270.05,5.13
./suiteSparse_dataset/soc-sign-Slashdot081106/soc-sign-Slashdot081106.mtx,77357,77357,516575,99.99%,64,1699.26,598.37,59.9,0,0,45.3478,902.068,3.04
./suiteSparse_dataset/c-66b/c-66b.mtx,49989,49989,274498,99.98%,64,1983.37,610.61,31.66,0,0,6.01723,1641.98,7.04
./suiteSparse_dataset/t3dh_e/t3dh_e.mtx,79171,79171,2215638,99.96%,64,3596.82,1739.19,556.07,0,0,641.637,2822.03,23.73
./suiteSparse_dataset/smt/smt.mtx,25710,25710,1889447,99.71%,64,4667.61,1701.13,628.71,0,0,331.636,4628.2,192.49
./suiteSparse_dataset/Si5H12/Si5H12.mtx,19896,19896,379247,99.90%,64,2268.22,705.05,41.04,0,0,110.95,1627.2,64.52
./suiteSparse_dataset/nug08-3rd/nug08-3rd.mtx,19728,29856,148416,99.97%,64,1599.31,712.43,18.25,0,0,176.883,959.457,8.87
./suiteSparse_dataset/nd6k/nd6k.mtx,18000,18000,3457658,98.93%,64,5569.68,1145.45,1111.64,0,0,271.131,6324.19,588.31
./suiteSparse_dataset/G_n_pin_pout/G_n_pin_pout.mtx,100000,100000,501198,99.99%,64,1657.4,943.03,65.22,0,0,289.631,1027.28,3.53
./suiteSparse_dataset/fome12/fome12.mtx,24284,48920,142528,99.98%,64,1220.27,604.06,16.83,0,0,78.3996,860.546,4.23
./suiteSparse_dataset/rim/rim.mtx,22560,22560,1014951,99.80%,64,4733.91,1799.8,153.75,0,0,634.344,3901.31,68.91
./suiteSparse_dataset/conf5_4-8x8-10/conf5_4-8x8-10.mtx,49152,49152,1916928,99.92%,64,4412.82,2757.28,517.25,0,0,1005.19,3190.73,27.9
./suiteSparse_dataset/south31/south31.mtx,18425,36321,112398,99.98%,64,1824.64,496.02,13.31,0,0,105.091,1438.69,5.91
./suiteSparse_dataset/world/world.mtx,34506,67147,198883,99.99%,64,1544.12,353.18,23.57,0,0,11.5206,994.415,3.03
./suiteSparse_dataset/epb3/epb3.mtx,84617,84617,463625,99.99%,64,2384.9,958.7,56.13,0,0,556.176,2181.76,2.25
./suiteSparse_dataset/rajat15/rajat15.mtx,37261,37261,443573,99.96%,64,2520.3,899.7,49.54,0,0,14.9155,1650.5,11.23
./suiteSparse_dataset/sc205-2r/sc205-2r_A_12.mtx,35213,62423,123239,99.99%,64,1305.5,393.17,14.53,0,0,309.306,1011.19,1.98
./suiteSparse_dataset/invextr1_new/invextr1_new.mtx,30412,30412,1793881,99.80%,64,4099.36,1481.78,514.01,0,0,127.261,2317.02,67.21
./suiteSparse_dataset/tomographic1/tomographic1.mtx,73159,59498,647495,99.98%,64,2319.11,1000.69,77.58,0,0,154.137,1584.69,5.24
./suiteSparse_dataset/rgg_n_2_16_s0/rgg_n_2_16_s0.mtx,65536,65536,342127,99.99%,64,1926.39,732.61,41.63,0,0,285.664,1121.44,5.61
./suiteSparse_dataset/n4c6-b5/n4c6-b5.mtx,51813,20058,310878,99.97%,64,1933.32,905.69,36.33,0,0,291.733,1386.49,10.52
./suiteSparse_dataset/soc-Epinions1/soc-Epinions1.mtx,75888,75888,508837,99.99%,64,1742.59,315.82,63.55,0,0,13.8542,907.119,3.11
./suiteSparse_dataset/laminar_duct3D/laminar_duct3D.mtx,67173,67173,3833077,99.91%,64,4301.03,2013.2,1190.65,0,0,1035.97,4112.61,29.87
./suiteSparse_dataset/Wordnet3/Wordnet3.mtx,82670,82670,132964,99.99%,64,884.07,352.36,15.28,0,0,175.82,838.394,0.69
./suiteSparse_dataset/bbmat/bbmat.mtx,38744,38744,1771722,99.88%,64,4921.45,1837.79,459.26,0,0,904.228,4562.99,41.12
./suiteSparse_dataset/light_in_tissue/light_in_tissue.mtx,29282,29282,406084,99.95%,64,2758.72,1279.71,47.55,0,0,470.396,2193.2,16.61
./suiteSparse_dataset/lowThrust_7/lowThrust_7.mtx,17378,17378,110607,99.96%,64,1706.9,378.73,13.17,0,0,1.02087,1403.1,24.48
./suiteSparse_dataset/cfd1/cfd1.mtx,70656,70656,949510,99.98%,64,2715.99,1493.35,111.44,0,0,600.078,2492.34,12.91
./suiteSparse_dataset/TSOPF_FS_b162_c3/TSOPF_FS_b162_c3.mtx,30798,30798,904612,99.90%,64,6574.22,1167.24,117.27,0,0,0.270358,5362.01,66.49
./suiteSparse_dataset/lowThrust_11/lowThrust_11.mtx,18368,18368,117002,99.96%,64,1607.17,392.95,13.69,0,0,1.02308,1370.65,23.23
./suiteSparse_dataset/mark3jac080sc/mark3jac080sc.mtx,36609,36609,227955,99.98%,64,1951.67,931.19,27.43,0,0,195.434,1409.58,5.98
./suiteSparse_dataset/appu/appu.mtx,14000,14000,1853104,99.05%,64,1951.46,1283.38,520.38,0,0,72.9322,1073.29,296.36
./suiteSparse_dataset/TEM27623/TEM27623_M.mtx,27623,27623,233546,99.96%,64,1946.22,807.98,29.66,0,0,392.821,2083.41,20.19
./suiteSparse_dataset/Si34H36/Si34H36.mtx,97569,97569,2626974,99.97%,64,2768.73,1361.94,643.21,0,0,254.902,2002.48,18.97
./suiteSparse_dataset/jan99jac060sc/jan99jac060sc.mtx,20614,20614,127182,99.97%,64,1543.47,578.03,14.76,0,0,139.139,1379.6,10.5
./suiteSparse_dataset/pltexpa/pltexpa.mtx,26894,70364,143059,99.99%,64,1419.24,439.54,18.69,0,0,141.511,867.846,2.67
./suiteSparse_dataset/onetone1/onetone1.mtx,36057,36057,341088,99.97%,64,2329.84,1144.78,43.34,0,0,221.396,1495.18,9.23
./suiteSparse_dataset/soc-Slashdot0902/soc-Slashdot0902.mtx,82168,82168,948464,99.98%,64,1829.6,595.14,117.04,0,0,17.0107,968.129,4.94
./suiteSparse_dataset/jan99jac120sc/jan99jac120sc.mtx,41374,41374,260202,99.98%,64,1913.25,998.95,32.16,0,0,251.555,1624.68,5.36
./suiteSparse_dataset/Goodwin_054/Goodwin_054.mtx,32510,32510,1030878,99.90%,64,4602.13,1701.75,138.78,0,0,1091.42,3998.56,34.06
./suiteSparse_dataset/lhr71/lhr71.mtx,70304,70304,1528092,99.96%,64,5684.87,1686.78,205.15,0,0,995.905,3089.98,10.89
./suiteSparse_dataset/psse0/psse0.mtx,26722,11028,102432,99.96%,64,1662.86,481.58,12.14,0,0,315.935,1456.81,12.15
./suiteSparse_dataset/waveguide3D/waveguide3D.mtx,21036,21036,303468,99.93%,64,2447.32,959.73,38.25,0,0,168.593,1097.29,23.95
./suiteSparse_dataset/hvdc1/hvdc1.mtx,24842,24842,159981,99.97%,64,1886.57,604.1,20.9,0,0,65.9078,1494.71,9.11
./suiteSparse_dataset/opt1/opt1.mtx,15449,15449,973052,99.59%,64,6334.97,1254.34,151.33,0,0,382.9,5773.92,270.22
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd_K.mtx,23412,23412,216082,99.96%,64,1929.3,857.81,27.76,0,0,231.065,1268.74,13.84
./suiteSparse_dataset/c-55/c-55.mtx,32780,32780,218115,99.97%,64,1867.42,453.04,25.84,0,0,16.4385,1644.64,13.19
./suiteSparse_dataset/fe_rotor/fe_rotor.mtx,99617,99617,662431,99.99%,64,2173.33,1179.65,88.68,0,0,411.208,1581.92,4.7
./suiteSparse_dataset/t3dh/t3dh_E.mtx,79171,79171,2215638,99.96%,64,3610.88,1738.1,555.14,0,0,640.899,2812.06,24.34
./suiteSparse_dataset/mk12-b3/mk12-b3.mtx,51975,13860,207900,99.97%,64,1721.03,780.26,26.12,0,0,295.024,1378.82,9.56
./suiteSparse_dataset/psse2/psse2.mtx,28634,11028,115262,99.96%,64,1735.87,505.48,14.39,0,0,141.997,1475.35,12.49
./suiteSparse_dataset/bcsstk17/bcsstk17.mtx,10974,10974,219812,99.81%,64,2803.72,598.21,25.93,0,0,242.561,4004.91,118.88
./suiteSparse_dataset/ACTIVSg10K/ACTIVSg10K.mtx,20000,20000,137736,99.96%,64,2049.64,610.46,17.64,0,0,201.258,1296.34,12.09
./suiteSparse_dataset/c-68/c-68.mtx,64810,64810,315408,99.99%,64,1808.53,578.62,35.5,0,0,28.6687,1434.63,4.75
./suiteSparse_dataset/cage10/cage10.mtx,11397,11397,150645,99.88%,64,1637.45,469.59,19.36,0,0,87.5684,1175.77,40.03
./suiteSparse_dataset/c-57/c-57.mtx,37833,37833,221515,99.98%,64,2163.23,712.95,29.22,0,0,0.169481,1776.21,9.97
./suiteSparse_dataset/net4-1/net4-1.mtx,88343,88343,1265035,99.98%,64,2509.99,1101.01,160.17,0,0,0.532719,1353.58,10.85
./suiteSparse_dataset/lowThrust_8/lowThrust_8.mtx,17702,17702,113139,99.96%,64,1644.46,374.97,14.64,0,0,0.948612,1413.52,24.14
./suiteSparse_dataset/vsp_barth5_1Ksep_50in_5Kout/vsp_barth5_1Ksep_50in_5Kout.mtx,32212,32212,101805,99.99%,64,1106.58,429.6,13.57,0,0,227.418,914.459,6.53
./suiteSparse_dataset/g7jac120/g7jac120.mtx,35550,35550,475296,99.96%,64,2926.7,1253.25,55.34,0,0,139.889,1609.47,13.22
./suiteSparse_dataset/TSOPF_FS_b162_c1/TSOPF_FS_b162_c1.mtx,10798,10798,305732,99.73%,64,4199.62,383.31,40.64,0,0,0.768776,4400.74,178.56
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld.mtx,23412,23412,218484,99.96%,64,1936.91,825.32,29.69,0,0,233.244,1288.75,14
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld_M.mtx,23412,23412,206474,99.96%,64,1926.06,872.12,26.15,0,0,221.346,1223.55,13.23
./suiteSparse_dataset/sinc18/sinc18.mtx,16428,16428,973826,99.63%,64,3666.51,846.33,151.73,0,0,74.6898,1662,122.83
./suiteSparse_dataset/ckt11752_dc_1/ckt11752_dc_1.mtx,49702,49702,333029,99.98%,64,2060.82,639.83,41.85,0,0,10.9891,1522.42,4.75
./suiteSparse_dataset/IG5-17/IG5-17.mtx,30162,27944,1035008,99.87%,64,2096.86,1376.29,144.3,0,0,116.028,1281.25,42.67
./suiteSparse_dataset/fome13/fome13.mtx,48568,97840,285056,99.99%,64,1522.74,755.27,35.29,0,0,143.82,933.176,2.12
./suiteSparse_dataset/TSOPF_RS_b300_c3/TSOPF_RS_b300_c3.mtx,42138,42138,4413449,99.75%,64,9781.58,2205.76,1279.34,0,0,903.296,7654.76,82.18
./suiteSparse_dataset/mark3jac100/mark3jac100.mtx,45769,45769,285215,99.98%,64,1876.41,1085.6,33.5,0,0,236.448,1460.3,4.79
./suiteSparse_dataset/Zd_Jac3/Zd_Jac3.mtx,22835,22835,1916152,99.63%,64,5150.95,895.68,656.29,0,0,51.0602,3564.93,125.8
./suiteSparse_dataset/jan99jac080/jan99jac080.mtx,27534,27534,171522,99.97%,64,1729.05,676.02,22.23,0,0,175.498,1483.43,7.96
./suiteSparse_dataset/H2O/H2O.mtx,67024,67024,1141880,99.97%,64,2280.11,1299.55,145.72,0,0,361.778,1576.35,17.31
./suiteSparse_dataset/ted_AB/ted_AB.mtx,10605,10605,522387,99.53%,64,4946.85,591.57,67.74,0,0,206.566,3614.35,156.67
./suiteSparse_dataset/scfxm1-2r/scfxm1-2r.mtx,37980,65943,221388,99.99%,64,1844.9,568.24,27.89,0,0,263.606,1098.36,3.12
./suiteSparse_dataset/mark3jac120/mark3jac120.mtx,54929,54929,342475,99.98%,64,1928.35,733.23,42.58,0,0,236.444,1501.26,4
./suiteSparse_dataset/Andrews/Andrews.mtx,60000,60000,410077,99.98%,64,1731.74,751.3,48.55,0,0,237.49,1082.31,7.43
./suiteSparse_dataset/conf5_4-8x8-20/conf5_4-8x8-20.mtx,49152,49152,1916928,99.92%,64,4453.83,2827.12,517.9,0,0,1004.37,3190.73,27.9
./suiteSparse_dataset/denormal/denormal.mtx,89400,89400,622812,99.99%,64,2712.6,1099.6,75.9,0,0,670.275,2633.39,5.11
./suiteSparse_dataset/poisson3Da/poisson3Da.mtx,13514,13514,352762,99.80%,64,2624.72,495.71,43.05,0,0,41.8321,1151.88,66.18
./suiteSparse_dataset/gas_sensor/gas_sensor.mtx,66917,66917,885141,99.98%,64,2609.5,1189.71,112.99,0,0,520.981,2460.84,13.4
./suiteSparse_dataset/thread/thread.mtx,29736,29736,2249892,99.74%,64,4832.24,1399.82,772.85,0,0,610.767,5297.83,163.08
./suiteSparse_dataset/TSOPF_FS_b300_c3/TSOPF_FS_b300_c3.mtx,84414,84414,6578753,99.90%,64,8417.03,1385.36,1665.34,0,0,0.235501,6862.85,64.42
./suiteSparse_dataset/bcsstk30/bcsstk30.mtx,28924,28924,1036208,99.87%,64,3510.19,1364.78,152.36,0,0,632.262,5305.62,84.48
./suiteSparse_dataset/mixtank_new/mixtank_new.mtx,29957,29957,1995041,99.77%,64,4163.27,1581.83,667.05,0,0,244.415,2120.97,76.92
./suiteSparse_dataset/c-53/c-53.mtx,30235,30235,201224,99.97%,64,2350.75,634.38,25.04,0,0,1.10818,1985.14,13.54
./suiteSparse_dataset/bcsstk36/bcsstk36.mtx,23052,23052,583096,99.89%,64,3421.92,1429.77,76.92,0,0,562.56,5379.48,74.86
./suiteSparse_dataset/vsp_model1_crew1_cr42_south31/vsp_model1_crew1_cr42_south31.mtx,45101,45101,189976,99.99%,64,1684.18,711.25,24.14,0,0,0.215253,1231.24,6.58
./suiteSparse_dataset/ted_AB_unscaled/ted_AB_unscaled.mtx,10605,10605,522387,99.53%,64,4873.01,593.2,69.05,0,0,206.503,3614.35,156.52
./suiteSparse_dataset/bcsstk39/bcsstk39.mtx,46772,46772,1068033,99.95%,64,3485.75,1882.66,138.53,0,0,1245.6,4398.51,33.57
./suiteSparse_dataset/brack2/brack2.mtx,62631,62631,366559,99.99%,64,1735.6,678.91,41.04,0,0,337.187,2000.83,6.58
./suiteSparse_dataset/cz10228/cz10228.mtx,10228,10228,102876,99.90%,64,1692.04,422.84,13.85,0,0,139.789,1447.05,34
./suiteSparse_dataset/vsp_sctap1-2b_and_seymourl/vsp_sctap1-2b_and_seymourl.mtx,40174,40174,140831,99.99%,64,1173.59,264.38,16.76,0,0,0.647638,958.849,6.14
./suiteSparse_dataset/cvxbqp1/cvxbqp1.mtx,50000,50000,199984,99.99%,64,1428.46,595.46,23.87,0,0,236.39,1111.56,4.66
./suiteSparse_dataset/rgg_n_2_15_s0/rgg_n_2_15_s0.mtx,32768,32768,160240,99.98%,64,1683.19,730.11,20.8,0,0,269.7,1114.71,10.5
./suiteSparse_dataset/pkustk11/pkustk11.mtx,87804,87804,2652858,99.96%,64,4273.29,1341.4,733.45,0,0,841.811,4892.99,23.03
./suiteSparse_dataset/ex19/ex19.mtx,12005,12005,259879,99.81%,64,2641.05,774.72,35.55,0,0,243.34,2326.19,62.12
./suiteSparse_dataset/Ga3As3H12/Ga3As3H12.mtx,61349,61349,3016148,99.91%,64,4467.04,1076.26,869.48,0,0,95.5125,2664.86,55.23
./suiteSparse_dataset/Goodwin_030/Goodwin_030.mtx,10142,10142,312814,99.69%,64,3910.18,748.99,43.3,0,0,391.783,3309.11,103.23
./suiteSparse_dataset/c-61/c-61.mtx,43618,43618,176817,99.99%,64,1483.36,502.93,21.66,0,0,15.1504,338.007,5.74
./suiteSparse_dataset/lp_pds_10/lp_pds_10.mtx,16558,49932,107605,99.98%,64,1245.43,464.67,13.81,0,0,95.9822,824.757,4.58
./suiteSparse_dataset/g7jac060sc/g7jac060sc.mtx,17730,17730,203316,99.93%,64,2420.43,714.96,25.73,0,0,68.6842,1422.1,22.58
./suiteSparse_dataset/graphics/graphics.mtx,29493,11822,117954,99.96%,64,1798.08,569.76,14.05,0,0,483.914,2013.08,11.83
./suiteSparse_dataset/windtunnel_evap3d/windtunnel_evap3d.mtx,40816,40816,2730600,99.83%,64,3323.51,2133.91,767.49,0,0,286.795,1762.57,56.99
./suiteSparse_dataset/water_tank/water_tank.mtx,60740,60740,2035281,99.94%,64,3814.24,1470.66,531.76,0,0,729.532,2897.84,19.37
./suiteSparse_dataset/conf6_0-8x8-20/conf6_0-8x8-20.mtx,49152,49152,1916928,99.92%,64,4462.12,2761.35,523.95,0,0,1004.37,3190.73,27.9
./suiteSparse_dataset/sc205-2r/sc205-2r.mtx,35213,62423,123239,99.99%,64,1305.5,397.42,14.64,0,0,308.098,1011.19,1.98
./suiteSparse_dataset/ct2010/ct2010.mtx,67578,67578,168176,99.99%,64,1313.88,465.67,21.58,0,0,246.864,1039.93,2.47
./suiteSparse_dataset/Goodwin_040/Goodwin_040.mtx,17922,17922,561677,99.82%,64,4680.64,1337.41,68.21,0,0,652.402,3783.93,60.35
./suiteSparse_dataset/gupta2/gupta2.mtx,62064,62064,2155175,99.94%,64,5313.55,1597.37,589.53,0,0,2.2039,2519.84,36.44
./suiteSparse_dataset/k49_norm_10NN/k49_norm_10NN.mtx,38547,38547,309079,99.97%,64,1609.79,878.5,39.38,0,0,123.151,970.849,13.8
./suiteSparse_dataset/ak2010/ak2010.mtx,45292,45292,108549,99.99%,64,1159.71,453.42,12.96,0,0,80.1978,926.285,3.73
./suiteSparse_dataset/ted_A_unscaled/ted_A_unscaled.mtx,10605,10605,424587,99.62%,64,4738.69,614.7,54.44,0,0,282.176,3774.11,128.23
./suiteSparse_dataset/TSOPF_RS_b2383_c1/TSOPF_RS_b2383_c1.mtx,38120,38120,16171169,98.88%,64,9855.66,1091.19,3267.96,0,0,213.213,8686.15,351.25
./suiteSparse_dataset/ship_001/ship_001.mtx,34920,34920,2339575,99.80%,64,6169.77,1665.21,731,0,0,485.671,5560.91,131.2
./suiteSparse_dataset/OPF_6000/OPF_6000.mtx,29902,29902,166160,99.98%,64,1775.21,424.83,20.4,0,0,150.212,2115.27,11.89
./suiteSparse_dataset/dbir1/dbir1.mtx,18804,45775,1077025,99.87%,64,3382.62,155.18,143.97,0,0,3.15193,1909.41,41.38
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd.mtx,23412,23412,218484,99.96%,64,1950.75,826.96,27.88,0,0,233.244,1282.84,14
./suiteSparse_dataset/c-66/c-66.mtx,49989,49989,274498,99.98%,64,1983.37,614.09,34.19,0,0,6.01802,1633.58,7.04
./suiteSparse_dataset/IG5-16/IG5-16.mtx,18846,18485,588326,99.83%,64,2101.16,927.3,70.26,0,0,70.5969,1267.77,58.31
./suiteSparse_dataset/g7jac080sc/g7jac080sc.mtx,23670,23670,293976,99.94%,64,2701.99,954.54,37.31,0,0,88.5595,1529.63,18.4
./suiteSparse_dataset/vfem/vfem.mtx,93476,93476,1434636,99.98%,64,2684.57,1716.43,177.63,0,0,734.828,2550.46,5.78
./suiteSparse_dataset/ch7-7-b5/ch7-7-b5.mtx,35280,52920,211680,99.98%,64,1729.41,564.07,26.98,0,0,316.531,1110.45,3.78
./suiteSparse_dataset/t3dl_a/t3dl_a.mtx,20360,20360,265113,99.93%,64,2224.1,932.59,31.28,0,0,259.391,1983.67,40.43
./suiteSparse_dataset/stokes128/stokes128.mtx,49666,49666,295938,99.98%,64,2043.77,898.89,38.06,0,0,458.334,2299.04,7.99
./suiteSparse_dataset/venkat25/venkat25.mtx,62424,62424,1717792,99.95%,64,4869.02,1667.35,320.97,0,0,888.393,4811.32,15.54
./suiteSparse_dataset/g7jac140/g7jac140.mtx,41490,41490,565956,99.96%,64,2985,1393.64,69.72,0,0,161.63,1627.92,11.57
./suiteSparse_dataset/lpl1/lpl1.mtx,32460,32460,180248,99.98%,64,1453.61,208.69,22.52,0,0,30.2839,1280.14,10.95
./suiteSparse_dataset/case39/case39_A_04.mtx,40216,40216,526144,99.96%,64,4270.65,978.6,66.82,0,0,0.132916,3644.75,22.69
./suiteSparse_dataset/crankseg_1/crankseg_1.mtx,52804,52804,5333507,99.80%,64,5241.26,1292.49,1467.47,0,0,65.4378,4810.97,123.35
./suiteSparse_dataset/pkustk06/pkustk06.mtx,43164,43164,1307466,99.92%,64,4267.19,1390.03,203.4,0,0,648.387,4812.67,47.67
./suiteSparse_dataset/ncvxqp3/ncvxqp3.mtx,75000,75000,274982,99.99%,64,1380.43,764.42,32.37,0,0,264.225,1057.78,3.13
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_11.mtx,100000,100000,448987,99.99%,64,1690.46,714.49,56.25,0,0,262.775,1100.65,2.81
./suiteSparse_dataset/Dubcova1/Dubcova1.mtx,16129,16129,134569,99.94%,64,1828.38,591.06,16.71,0,0,94.4449,1611.2,32.96
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_15.mtx,100000,100000,448987,99.99%,64,1690.46,703.05,56.4,0,0,278.009,1106.62,2.81
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_06.mtx,100000,100000,448987,99.99%,64,1695.57,706.32,56.24,0,0,278.616,1100.65,2.81
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_09.mtx,100000,100000,448987,99.99%,64,1695.57,704.43,55.8,0,0,278.161,1093.58,2.81
./suiteSparse_dataset/tube2/tube2.mtx,21498,21498,459277,99.90%,64,3986.78,1198.77,58.08,0,0,777.408,5628.59,67.66
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_01.mtx,100000,100000,448987,99.99%,64,1690.46,709.58,55.3,0,0,278.388,1093.58,2.81
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_03.mtx,100000,100000,448987,99.99%,64,1700.71,701.43,56.56,0,0,277.405,1098.29,2.81
./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx,27628,27628,442898,99.94%,64,2929.22,1147.85,56.93,0,0,337.848,3015.48,19.27
./suiteSparse_dataset/pkustk01/pkustk01.mtx,22044,22044,500712,99.89%,64,3576.51,771.84,62.64,0,0,343.736,4178.69,66.32
./suiteSparse_dataset/me2010/me2010.mtx,69518,69518,167738,99.99%,64,1310.45,473.47,19.54,0,0,187.597,1034.72,2.35
./suiteSparse_dataset/igbt3/igbt3.mtx,10938,10938,234006,99.80%,64,2812.57,588.55,28.73,0,0,113.587,1568.21,67.09
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_22.mtx,100000,100000,448987,99.99%,64,1695.57,698.4,54.13,0,0,277.632,1106.62,2.81
./suiteSparse_dataset/c-67b/c-67b.mtx,57975,57975,294955,99.99%,64,2083.02,473.54,36.48,0,0,2.63089,1656.63,5.35
