file,M,N,NNZ,Sparsity,alpha,K,BSMR,BSMR_Only_Tensor_core,BSMR_Only_CUDA_Core
./suiteSparse_dataset/g7jac080/g7jac080.mtx,23670,23670,293976,99.94,0.5,256,3593.84,2425.54,3081.51
./suiteSparse_dataset/net75/net75.mtx,23120,23120,756160,99.85,0.7,256,4910.13,3743.37,3996.62
./suiteSparse_dataset/Dubcova2/Dubcova2.mtx,65025,65025,547625,99.98,0.5,256,1630.81,1123.1,1630.81
./suiteSparse_dataset/ASIC_100ks/ASIC_100ks.mtx,99190,99190,578890,99.99,0.1,256,1188.2,743.5,1185.76
./suiteSparse_dataset/wathen100/wathen100.mtx,30401,30401,251001,99.97,0.3,256,2625.53,2112.8,2582.31
./suiteSparse_dataset/net100/net100.mtx,29920,29920,1031560,99.88,0.9,256,4959.42,3535.16,3789.71
./suiteSparse_dataset/g7jac160sc/g7jac160sc.mtx,47430,47430,656616,99.97,0.5,256,2779.92,1980.14,2382.5
./suiteSparse_dataset/Zhao1/Zhao1.mtx,33861,33861,166453,99.98,0.1,256,2010.3,1064.28,2005.46
./suiteSparse_dataset/pkustk07/pkustk07.mtx,16860,16860,1217832,99.57,0.3,256,7163.72,6296.96,4709.33
./suiteSparse_dataset/lp_nug20/lp_nug20.mtx,15240,72600,304800,99.97,0.1,256,1486.83,1057.6,1486.83
./suiteSparse_dataset/c-54/c-54.mtx,31793,31793,211743,99.97,0.5,256,3095.66,1561.53,2749.91
./suiteSparse_dataset/foldoc/foldoc.mtx,13356,13356,120238,99.93,0.3,256,2395.18,1469.9,2348.4
./suiteSparse_dataset/airfoil_2d/airfoil_2d.mtx,14214,14214,259688,99.87,0.3,256,3091.52,2262.09,2860
./suiteSparse_dataset/lhr17c/lhr17c.mtx,17576,17576,381975,99.87,0.1,256,6608.56,4234.76,4206.77
./suiteSparse_dataset/pcrystk03/pcrystk03.mtx,24696,24696,887937,99.85,0.5,256,5210.9,4461.99,4153.12
./suiteSparse_dataset/conf6_0-8x8-30/conf6_0-8x8-30.mtx,49152,49152,1916928,99.92,0.1,256,3934.58,2533.61,3931.35
./suiteSparse_dataset/chipcool1/chipcool1.mtx,20082,20082,281150,99.93,0.3,256,2857.22,1949.72,2588.86
./suiteSparse_dataset/lowThrust_13/lowThrust_13.mtx,18476,18476,117580,99.96,0.3,256,2342.23,1484.6,2210.15
./suiteSparse_dataset/vsp_vibrobox_scagr7-2c_rlfddd/vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,77328,435586,99.99,0.3,256,1834.82,1257.47,1804.42
./suiteSparse_dataset/soc-sign-Slashdot081106/soc-sign-Slashdot081106.mtx,77357,77357,516575,99.99,0.1,256,1683.75,973.57,1683.75
./suiteSparse_dataset/c-66b/c-66b.mtx,49989,49989,274498,99.98,0.1,256,1307.13,747.14,1238.71
./suiteSparse_dataset/t3dh_e/t3dh_e.mtx,79171,79171,2215638,99.96,0.3,256,3094.47,1861.26,3092.74
./suiteSparse_dataset/smt/smt.mtx,25710,25710,1889447,99.71,0.5,256,5889.8,5084.63,4206.25
./suiteSparse_dataset/Si5H12/Si5H12.mtx,19896,19896,379247,99.9,0.3,256,2825.98,2017.27,2633.66
./suiteSparse_dataset/nug08-3rd/nug08-3rd.mtx,19728,29856,148416,99.97,0.3,256,1883.45,1281.66,1814.38
./suiteSparse_dataset/nd6k/nd6k.mtx,18000,18000,3457658,98.93,0.3,256,8512.21,7439.02,4671.25
./suiteSparse_dataset/G_n_pin_pout/G_n_pin_pout.mtx,100000,100000,501198,99.99,0.1,256,810.74,579.02,809.17
./suiteSparse_dataset/fome12/fome12.mtx,24284,48920,142528,99.98,0.1,256,1487.77,809.82,1472.4
./suiteSparse_dataset/rim/rim.mtx,22560,22560,1014951,99.8,0.3,256,6158.68,5059.58,4580.1
./suiteSparse_dataset/conf5_4-8x8-10/conf5_4-8x8-10.mtx,49152,49152,1916928,99.92,0.1,256,3931.35,2532.94,3929.74
./suiteSparse_dataset/south31/south31.mtx,18425,36321,112398,99.98,0.1,256,2754.85,1548.18,2754.85
./suiteSparse_dataset/world/world.mtx,34506,67147,198883,99.99,0.1,256,947.06,531.2,946.16
./suiteSparse_dataset/epb3/epb3.mtx,84617,84617,463625,99.99,0.1,256,1198,1045.61,1193.68
./suiteSparse_dataset/rajat15/rajat15.mtx,37261,37261,443573,99.96,0.3,256,2872.88,720.79,2506.06
./suiteSparse_dataset/sc205-2r/sc205-2r_A_12.mtx,35213,62423,123239,99.99,0.5,256,618.05,523.98,601.17
./suiteSparse_dataset/invextr1_new/invextr1_new.mtx,30412,30412,1793881,99.8,0.5,256,5145.96,4238.85,3947.8
./suiteSparse_dataset/tomographic1/tomographic1.mtx,73159,59498,647495,99.98,0.1,256,2151.15,1011.71,2144.02
./suiteSparse_dataset/rgg_n_2_16_s0/rgg_n_2_16_s0.mtx,65536,65536,342127,99.99,0.1,256,1132.12,738.62,1131.37
./suiteSparse_dataset/n4c6-b5/n4c6-b5.mtx,51813,20058,310878,99.97,0.3,256,2123.48,1002.19,2123.48
./suiteSparse_dataset/soc-Epinions1/soc-Epinions1.mtx,75888,75888,508837,99.99,0.1,256,1578.28,600.19,1575.35
./suiteSparse_dataset/laminar_duct3D/laminar_duct3D.mtx,67173,67173,3833077,99.91,0.3,256,3952.44,2666.67,3880.42
./suiteSparse_dataset/Wordnet3/Wordnet3.mtx,82670,82670,132964,99.99,0.3,256,537.01,418.92,511.79
./suiteSparse_dataset/bbmat/bbmat.mtx,38744,38744,1771722,99.88,0.3,256,5635.25,3883.65,4056.14
./suiteSparse_dataset/light_in_tissue/light_in_tissue.mtx,29282,29282,406084,99.95,0.5,256,3612.85,2623.28,3612.85
./suiteSparse_dataset/lowThrust_7/lowThrust_7.mtx,17378,17378,110607,99.96,0.3,256,2436.28,1396.55,2343.37
./suiteSparse_dataset/cfd1/cfd1.mtx,70656,70656,949510,99.98,0.3,256,2232.04,1206.19,2232.04
./suiteSparse_dataset/TSOPF_FS_b162_c3/TSOPF_FS_b162_c3.mtx,30798,30798,904612,99.9,0.7,256,9603.1,7679.22,4981.34
./suiteSparse_dataset/lowThrust_11/lowThrust_11.mtx,18368,18368,117002,99.96,0.1,256,2321.47,1448.04,2232.86
./suiteSparse_dataset/mark3jac080sc/mark3jac080sc.mtx,36609,36609,227955,99.98,0.3,256,2187.67,1331.51,2138.41
./suiteSparse_dataset/appu/appu.mtx,14000,14000,1853104,99.05,0.3,256,2192.5,1496.13,2188.88
./suiteSparse_dataset/TEM27623/TEM27623_M.mtx,27623,27623,233546,99.96,0.3,256,2373.43,1637.77,2354.29
./suiteSparse_dataset/Si34H36/Si34H36.mtx,97569,97569,2626974,99.97,0.1,256,3083.3,1325.42,2898.25
./suiteSparse_dataset/jan99jac060sc/jan99jac060sc.mtx,20614,20614,127182,99.97,0.1,256,2215.71,1543.47,2018.76
./suiteSparse_dataset/pltexpa/pltexpa.mtx,26894,70364,143059,99.99,0.7,256,752.15,619.84,751.36
./suiteSparse_dataset/onetone1/onetone1.mtx,36057,36057,341088,99.97,0.5,256,2871.11,1722.67,2560.72
./suiteSparse_dataset/soc-Slashdot0902/soc-Slashdot0902.mtx,82168,82168,948464,99.98,0.1,256,1573.95,713.02,1571.35
./suiteSparse_dataset/jan99jac120sc/jan99jac120sc.mtx,41374,41374,260202,99.98,0.1,256,1596.33,1200.19,1450.4
./suiteSparse_dataset/Goodwin_054/Goodwin_054.mtx,32510,32510,1030878,99.9,0.3,256,5489.23,4711.51,3855.19
./suiteSparse_dataset/lhr71/lhr71.mtx,70304,70304,1528092,99.96,0.1,256,3629.67,2670.56,3263.76
./suiteSparse_dataset/psse0/psse0.mtx,26722,11028,102432,99.96,0.9,256,2599.8,1625.9,2438.86
./suiteSparse_dataset/waveguide3D/waveguide3D.mtx,21036,21036,303468,99.93,0.3,256,3181.01,2137.1,2895.69
./suiteSparse_dataset/hvdc1/hvdc1.mtx,24842,24842,159981,99.97,0.3,256,2758.29,1860.24,2711.54
./suiteSparse_dataset/opt1/opt1.mtx,15449,15449,973052,99.59,0.3,256,8122.3,7197.13,4769.86
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd_K.mtx,23412,23412,216082,99.96,0.3,256,2461.07,1865.99,2400.91
./suiteSparse_dataset/c-55/c-55.mtx,32780,32780,218115,99.97,0.3,256,2615.29,1119.69,2512.85
./suiteSparse_dataset/fe_rotor/fe_rotor.mtx,99617,99617,662431,99.99,0.1,256,1202.67,758.28,1201.36
./suiteSparse_dataset/t3dh/t3dh_E.mtx,79171,79171,2215638,99.96,0.3,256,3092.74,1861.57,3091.01
./suiteSparse_dataset/mk12-b3/mk12-b3.mtx,51975,13860,207900,99.97,0.7,256,2100,1291.3,2087.35
./suiteSparse_dataset/psse2/psse2.mtx,28634,11028,115262,99.96,0.5,256,2668.1,1680.2,2527.68
./suiteSparse_dataset/bcsstk17/bcsstk17.mtx,10974,10974,219812,99.81,0.3,256,4055.57,2720.45,3545.35
./suiteSparse_dataset/ACTIVSg10K/ACTIVSg10K.mtx,20000,20000,137736,99.96,0.5,256,2788.18,1717.41,2679.69
./suiteSparse_dataset/c-68/c-68.mtx,64810,64810,315408,99.99,0.1,256,1024.72,617.48,1010.28
./suiteSparse_dataset/cage10/cage10.mtx,11397,11397,150645,99.88,0.3,256,2268.75,1397.45,2261.94
./suiteSparse_dataset/c-57/c-57.mtx,37833,37833,221515,99.98,0.1,256,2336.66,1375.87,1839.83
./suiteSparse_dataset/net4-1/net4-1.mtx,88343,88343,1265035,99.98,0.5,256,1932.53,1237.08,1930.17
./suiteSparse_dataset/lowThrust_8/lowThrust_8.mtx,17702,17702,113139,99.96,0.3,256,2427.88,1454.23,2262.78
./suiteSparse_dataset/vsp_barth5_1Ksep_50in_5Kout/vsp_barth5_1Ksep_50in_5Kout.mtx,32212,32212,101805,99.99,0.1,256,1492.74,975.14,1429.85
./suiteSparse_dataset/g7jac120/g7jac120.mtx,35550,35550,475296,99.96,0.5,256,3851.67,2359.96,3054.6
./suiteSparse_dataset/TSOPF_FS_b162_c1/TSOPF_FS_b162_c1.mtx,10798,10798,305732,99.73,0.9,256,6265,4536.08,4536.08
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld.mtx,23412,23412,218484,99.96,0.3,256,2465.96,1903.17,2422.22
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld_M.mtx,23412,23412,206474,99.96,0.3,256,2373.26,1801.69,2309.55
./suiteSparse_dataset/sinc18/sinc18.mtx,16428,16428,973826,99.63,0.9,256,4095.15,3107.29,3402.61
./suiteSparse_dataset/ckt11752_dc_1/ckt11752_dc_1.mtx,49702,49702,333029,99.98,0.1,256,1543.23,636.52,1502.84
./suiteSparse_dataset/IG5-17/IG5-17.mtx,30162,27944,1035008,99.87,0.3,256,2458.45,1657.07,2453.79
./suiteSparse_dataset/fome13/fome13.mtx,48568,97840,285056,99.99,0.3,256,666.95,463.05,666.33
./suiteSparse_dataset/TSOPF_RS_b300_c3/TSOPF_RS_b300_c3.mtx,42138,42138,4413449,99.75,0.1,256,11145.1,9985.18,4783.71
./suiteSparse_dataset/mark3jac100/mark3jac100.mtx,45769,45769,285215,99.98,0.5,256,1512.27,1030.4,1512.27
./suiteSparse_dataset/Zd_Jac3/Zd_Jac3.mtx,22835,22835,1916152,99.63,0.7,256,7181.98,5061.15,4603.92
./suiteSparse_dataset/jan99jac080/jan99jac080.mtx,27534,27534,171522,99.97,0.1,256,2286.96,1545.24,2280.88
./suiteSparse_dataset/H2O/H2O.mtx,67024,67024,1141880,99.97,0.1,256,2375.95,971.98,2375.95
./suiteSparse_dataset/ted_AB/ted_AB.mtx,10605,10605,522387,99.53,0.3,256,7505.56,5740.52,4427.01
./suiteSparse_dataset/scfxm1-2r/scfxm1-2r.mtx,37980,65943,221388,99.99,0.9,256,1001.76,731.14,1001.76
./suiteSparse_dataset/mark3jac120/mark3jac120.mtx,54929,54929,342475,99.98,0.1,256,1349.39,890.93,1328.45
./suiteSparse_dataset/Andrews/Andrews.mtx,60000,60000,410077,99.98,0.3,256,1393.87,786.19,1387.27
./suiteSparse_dataset/conf5_4-8x8-20/conf5_4-8x8-20.mtx,49152,49152,1916928,99.92,0.1,256,3937.81,2534.28,3929.74
./suiteSparse_dataset/denormal/denormal.mtx,89400,89400,622812,99.99,0.5,256,1469.59,1317.84,1468.2
./suiteSparse_dataset/poisson3Da/poisson3Da.mtx,13514,13514,352762,99.8,0.3,256,3499.62,2660.35,3072.84
./suiteSparse_dataset/gas_sensor/gas_sensor.mtx,66917,66917,885141,99.98,0.3,256,2278.94,1215.52,2278.94
./suiteSparse_dataset/thread/thread.mtx,29736,29736,2249892,99.74,0.3,256,5936.39,4968.84,4178.85
./suiteSparse_dataset/TSOPF_FS_b300_c3/TSOPF_FS_b300_c3.mtx,84414,84414,6578753,99.9,0.7,256,10019.4,9907.76,4684.39
./suiteSparse_dataset/bcsstk30/bcsstk30.mtx,28924,28924,1036208,99.87,0.3,256,4205.39,3124.87,3451.73
./suiteSparse_dataset/mixtank_new/mixtank_new.mtx,29957,29957,1995041,99.77,0.5,256,5115.49,4394.36,4050.02
./suiteSparse_dataset/c-53/c-53.mtx,30235,30235,201224,99.97,0.1,256,3183.92,1992.32,2967.91
./suiteSparse_dataset/bcsstk36/bcsstk36.mtx,23052,23052,583096,99.89,0.3,256,4430.82,3504.18,3603.81
./suiteSparse_dataset/vsp_model1_crew1_cr42_south31/vsp_model1_crew1_cr42_south31.mtx,45101,45101,189976,99.99,0.3,256,2245.58,1287.1,2219.35
./suiteSparse_dataset/ted_AB_unscaled/ted_AB_unscaled.mtx,10605,10605,522387,99.53,0.3,256,7378.35,5727.93,4419.52
./suiteSparse_dataset/bcsstk39/bcsstk39.mtx,46772,46772,1068033,99.95,0.5,256,3173,2166.4,3167.36
./suiteSparse_dataset/brack2/brack2.mtx,62631,62631,366559,99.99,0.1,256,1264,817.85,1264
./suiteSparse_dataset/cz10228/cz10228.mtx,10228,10228,102876,99.9,0.5,256,2461.15,2033.12,2414.93
./suiteSparse_dataset/vsp_sctap1-2b_and_seymourl/vsp_sctap1-2b_and_seymourl.mtx,40174,40174,140831,99.99,0.1,256,1615.03,837.28,1607.66
./suiteSparse_dataset/cvxbqp1/cvxbqp1.mtx,50000,50000,199984,99.99,0.9,256,1039.42,717.3,1034.04
./suiteSparse_dataset/rgg_n_2_15_s0/rgg_n_2_15_s0.mtx,32768,32768,160240,99.98,0.3,256,2201.1,1478.23,2195.07
./suiteSparse_dataset/pkustk11/pkustk11.mtx,87804,87804,2652858,99.96,0.1,256,3591.74,2497.98,3591.74
./suiteSparse_dataset/ex19/ex19.mtx,12005,12005,259879,99.81,0.5,256,3639.76,2874.77,3289.61
./suiteSparse_dataset/Ga3As3H12/Ga3As3H12.mtx,61349,61349,3016148,99.91,0.1,256,5384.06,2520.18,3785.33
./suiteSparse_dataset/Goodwin_030/Goodwin_030.mtx,10142,10142,312814,99.69,0.3,256,5412.01,3852.39,3842.92
./suiteSparse_dataset/c-61/c-61.mtx,43618,43618,176817,99.99,0.7,256,1049.98,590.57,1049.98
./suiteSparse_dataset/lp_pds_10/lp_pds_10.mtx,16558,49932,107605,99.98,0.1,256,1610.85,926.03,1596.51
./suiteSparse_dataset/g7jac060sc/g7jac060sc.mtx,17730,17730,203316,99.93,0.5,256,3493.4,2305.17,3016.56
./suiteSparse_dataset/graphics/graphics.mtx,29493,11822,117954,99.96,0.3,256,2808.43,1878.25,2621.2
./suiteSparse_dataset/windtunnel_evap3d/windtunnel_evap3d.mtx,40816,40816,2730600,99.83,0.5,256,3720.16,2352.34,3647.61
./suiteSparse_dataset/water_tank/water_tank.mtx,60740,60740,2035281,99.94,0.5,256,3483.88,2147.37,3450.8
./suiteSparse_dataset/conf6_0-8x8-20/conf6_0-8x8-20.mtx,49152,49152,1916928,99.92,0.1,256,3932.97,2534.95,3932.97
./suiteSparse_dataset/sc205-2r/sc205-2r.mtx,35213,62423,123239,99.99,0.9,256,618.05,515.64,611.91
./suiteSparse_dataset/ct2010/ct2010.mtx,67578,67578,168176,99.99,0.9,256,742.17,565.87,742.17
./suiteSparse_dataset/Goodwin_040/Goodwin_040.mtx,17922,17922,561677,99.82,0.3,256,5766.7,4935.65,4320.59
./suiteSparse_dataset/gupta2/gupta2.mtx,62064,62064,2155175,99.94,0.9,256,4109.79,3403.62,3737.73
./suiteSparse_dataset/k49_norm_10NN/k49_norm_10NN.mtx,38547,38547,309079,99.97,0.1,256,2046.88,1197.05,2033.41
./suiteSparse_dataset/ak2010/ak2010.mtx,45292,45292,108549,99.99,0.3,256,1314.15,675.9,1307.82
./suiteSparse_dataset/ted_A_unscaled/ted_A_unscaled.mtx,10605,10605,424587,99.62,0.5,256,7052.94,5090.97,4368.18
./suiteSparse_dataset/TSOPF_RS_b2383_c1/TSOPF_RS_b2383_c1.mtx,38120,38120,16171169,98.88,0.9,256,16507.9,16285.2,5408.42
./suiteSparse_dataset/ship_001/ship_001.mtx,34920,34920,2339575,99.8,0.3,256,7008.91,6399.28,4407.64
./suiteSparse_dataset/epb2/epb2.mtx,25228,25228,175027,99.97,0.3,256,2635.95,1709.25,2635.95
./suiteSparse_dataset/OPF_6000/OPF_6000.mtx,29902,29902,166160,99.98,0.1,256,2472.62,1641.9,2436.36
./suiteSparse_dataset/dbir1/dbir1.mtx,18804,45775,1077025,99.87,0.3,256,5506.26,3974.26,3980.14
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd.mtx,23412,23412,218484,99.96,0.3,256,2477.14,1893.28,2406.21
./suiteSparse_dataset/c-66/c-66.mtx,49989,49989,274498,99.98,0.1,256,1307.13,749.99,1235.36
./suiteSparse_dataset/IG5-16/IG5-16.mtx,18846,18485,588326,99.83,0.3,256,2455.45,1775.27,2449.32
./suiteSparse_dataset/g7jac080sc/g7jac080sc.mtx,23670,23670,293976,99.94,0.5,256,3576.35,2462.11,3081.51
./suiteSparse_dataset/vfem/vfem.mtx,93476,93476,1434636,99.98,0.1,256,2115.98,948.46,2114.73
./suiteSparse_dataset/ch7-7-b5/ch7-7-b5.mtx,35280,52920,211680,99.98,0.5,256,1400,707.96,1396.31
./suiteSparse_dataset/t3dl_a/t3dl_a.mtx,20360,20360,265113,99.93,0.5,256,2850.68,2169.5,2738.77
./suiteSparse_dataset/stokes128/stokes128.mtx,49666,49666,295938,99.98,0.9,256,1870.66,1247.63,1863.59
./suiteSparse_dataset/venkat25/venkat25.mtx,62424,62424,1717792,99.95,0.1,256,3552.09,2691.62,3552.09
./suiteSparse_dataset/g7jac140/g7jac140.mtx,41490,41490,565956,99.96,0.7,256,3016.82,2103.93,2486.63
./suiteSparse_dataset/lpl1/lpl1.mtx,32460,32460,180248,99.98,0.3,256,1925.73,1111.27,1925.73
./suiteSparse_dataset/case39/case39_A_04.mtx,40216,40216,526144,99.96,0.7,256,5424.17,4413.96,3967.9
./suiteSparse_dataset/crankseg_1/crankseg_1.mtx,52804,52804,5333507,99.8,0.5,256,5261.94,4330.55,4500.09
./suiteSparse_dataset/pkustk06/pkustk06.mtx,43164,43164,1307466,99.92,0.3,256,4010.63,3509.03,3601.83
./suiteSparse_dataset/ncvxqp3/ncvxqp3.mtx,75000,75000,274982,99.99,0.5,256,1006.52,711.65,1004.32
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_11.mtx,100000,100000,448987,99.99,0.1,256,715.63,586.14,714.95
./suiteSparse_dataset/Dubcova1/Dubcova1.mtx,16129,16129,134569,99.94,0.3,256,2501.28,1843.41,2184.56
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_15.mtx,100000,100000,448987,99.99,0.1,256,715.4,586.14,715.4
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_06.mtx,100000,100000,448987,99.99,0.1,256,717,585.69,717
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_09.mtx,100000,100000,448987,99.99,0.1,256,715.18,586.3,714.04
./suiteSparse_dataset/tube2/tube2.mtx,21498,21498,459277,99.9,0.3,256,5035.93,3783.17,3872.49
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_01.mtx,100000,100000,448987,99.99,0.1,256,715.18,586.14,714.95
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_03.mtx,100000,100000,448987,99.99,0.1,256,715.86,585.99,715.4
./suiteSparse_dataset/2D_27628_bjtcai/2D_27628_bjtcai.mtx,27628,27628,442898,99.94,0.5,256,3968.62,3159.04,3919.45
./suiteSparse_dataset/pkustk01/pkustk01.mtx,22044,22044,500712,99.89,0.3,256,4759.62,3822.23,3810.59
./suiteSparse_dataset/me2010/me2010.mtx,69518,69518,167738,99.99,0.9,256,728.66,550.68,728.66
./suiteSparse_dataset/igbt3/igbt3.mtx,10938,10938,234006,99.8,0.5,256,3993.28,2939.77,3774.29
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_22.mtx,100000,100000,448987,99.99,0.1,256,715.18,585.99,714.72
./suiteSparse_dataset/c-67b/c-67b.mtx,57975,57975,294955,99.99,0.1,256,1153.07,925.2,1135.32
./suiteSparse_dataset/c-47/c-47.mtx,15343,15343,113372,99.95,0.1,256,2600.28,1457.22,2600.28
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2.mtx,100000,100000,448987,99.99,0.1,256,715.63,586.3,714.95
./suiteSparse_dataset/rma10/rma10.mtx,46835,46835,2374001,99.89,0.3,256,4591.88,4008.78,4127.26
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_17.mtx,100000,100000,448987,99.99,0.1,256,716.09,585.99,711.77
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_10.mtx,100000,100000,448987,99.99,0.1,256,715.18,586.45,714.95
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_14.mtx,100000,100000,448987,99.99,0.1,256,715.4,585.69,715.18
./suiteSparse_dataset/Zd_Jac6/Zd_Jac6.mtx,22835,22835,1711983,99.67,0.5,256,6740.09,4533.85,4570.16
./suiteSparse_dataset/t3dl/t3dl.mtx,20360,20360,265113,99.93,0.5,256,2850.68,2162.42,2727.5
./suiteSparse_dataset/ncvxqp7/ncvxqp7.mtx,87500,87500,312481,99.99,0.5,256,982.64,704.74,980.79
./suiteSparse_dataset/poisson3Db/poisson3Db.mtx,85623,85623,2374949,99.96,0.1,256,2596.14,1147.98,2596.14
./suiteSparse_dataset/case39/case39_A_11.mtx,40216,40216,526144,99.96,0.7,256,5424.17,4391.85,3926.45
./suiteSparse_dataset/case39/case39_A_07.mtx,40216,40216,526144,99.96,0.7,256,5401.89,4428.82,3950.03
./suiteSparse_dataset/bcsstk37/bcsstk37.mtx,25503,25503,583240,99.91,0.3,256,4220.26,3402.8,3600.25
./suiteSparse_dataset/pkustk05/pkustk05.mtx,37164,37164,1121154,99.91,0.3,256,4734.6,4348.93,3752.19
./suiteSparse_dataset/case39/case39.mtx,40216,40216,526139,99.96,0.7,256,5435.32,4421.34,3938.17
./suiteSparse_dataset/case39/case39_A_06.mtx,40216,40216,526144,99.96,0.7,256,5435.37,4436.29,3955.97
./suiteSparse_dataset/case39/case39_A_09.mtx,40216,40216,526144,99.96,0.7,256,5413,4406.57,3955.97
./suiteSparse_dataset/pltexpa/pltexpa_A_4.mtx,28350,74172,150801,99.99,0.7,256,728.51,600.8,725
./suiteSparse_dataset/case39/case39_A_13.mtx,40216,40216,526144,99.96,0.7,256,5435.37,4413.96,3955.97
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_13.mtx,100000,100000,448987,99.99,0.1,256,715.63,586.14,714.72
./suiteSparse_dataset/mark3jac040sc/mark3jac040sc.mtx,18289,18289,113435,99.96,0.3,256,2373.12,1500.46,2373.12
./suiteSparse_dataset/g7jac060/g7jac060.mtx,17730,17730,203316,99.93,0.5,256,3493.4,2310.41,3025.54
./suiteSparse_dataset/case39/case39_A_12.mtx,40216,40216,526144,99.96,0.7,256,5424.17,4436.29,3967.9
./suiteSparse_dataset/ckt11752_tr_0/ckt11752_tr_0.mtx,49702,49702,333029,99.98,0.1,256,1548.97,634.82,1501.48
./suiteSparse_dataset/208bit/208bit.mtx,24430,24421,299756,99.94,0.3,256,2371.49,1630.88,2356.57
./suiteSparse_dataset/conf5_4-8x8-15/conf5_4-8x8-15.mtx,49152,49152,1916928,99.92,0.1,256,3931.35,2534.28,3931.35
./suiteSparse_dataset/fxm4_6/fxm4_6.mtx,22400,47185,265442,99.97,0.3,256,3115.52,1830.63,2670.44
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_24.mtx,100000,100000,448987,99.99,0.1,256,716.54,585.69,715.18
./suiteSparse_dataset/TSOPF_RS_b39_c19/TSOPF_RS_b39_c19.mtx,38098,38098,684206,99.95,0.9,256,4764.67,3466.09,3601.08
./suiteSparse_dataset/192bit/192bit.mtx,13691,13682,154303,99.91,0.3,256,2096.51,1428.73,1928.79
./suiteSparse_dataset/juba40k/juba40k.mtx,40337,40337,144945,99.99,0.9,256,994.14,788.6,938.76
./suiteSparse_dataset/mk12-b4/mk12-b4.mtx,62370,51975,311850,99.99,0.5,256,1217.21,935.36,1213.42
./suiteSparse_dataset/g7jac100sc/g7jac100sc.mtx,29610,29610,384636,99.95,0.5,256,3869.58,2577.99,3270.71
./suiteSparse_dataset/bcsstk32/bcsstk32.mtx,44609,44609,1029655,99.94,0.7,256,3227.76,2360.51,3122.06
./suiteSparse_dataset/GaAsH6/GaAsH6.mtx,61349,61349,1721579,99.95,0.1,256,3450.06,1519.49,3075.35
