file,M,N,NNZ,Sparsity,K,BSMR,cuSDDMM,cuSPARSE,RoDe,ASpT,TCGNN,FlashSparse,Sputnik
./suiteSparse_dataset/case39/case39_A_10.mtx,40216,40216,526144,99.96%,128,4963.62,1090.45,125.98,2694.34,2285.46,0.262894,3822.29,45.25
./suiteSparse_dataset/case39/case39_A_07.mtx,40216,40216,526144,99.96%,128,4963.62,1086.79,129.26,2702.72,2243.88,0.262894,3833.27,45.22
./suiteSparse_dataset/case39/case39.mtx,40216,40216,526139,99.96%,128,4963.58,1099.13,131.38,2691.53,2240.24,0.262909,3844.28,45.23
./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx,21982,21982,531826,99.88%,128,5780.72,626.99,141.58,2080.7,2232.1,144.423,2789.91,75.69
./suiteSparse_dataset/case39/case39_A_05.mtx,40216,40216,526144,99.96%,128,4982.42,1091.53,131.1,2691.55,2240.26,0.262896,3838.78,45.25
./suiteSparse_dataset/case39/case39_A_09.mtx,40216,40216,526144,99.96%,128,4963.62,1098.08,133.48,2705.53,2289.79,0.262896,3844.32,45.25
./suiteSparse_dataset/case39/case39_A_06.mtx,40216,40216,526144,99.96%,128,4963.62,1099.45,135.83,2702.72,2293.51,0.262896,3827.77,45.25
./suiteSparse_dataset/G_n_pin_pout/G_n_pin_pout.mtx,100000,100000,501198,99.99%,128,1220.05,649.63,110.59,1954.75,1731.67,365.494,1022.36,7.04
./suiteSparse_dataset/venkat25/venkat25.mtx,62424,62424,1717792,99.95%,128,4169.4,1536.69,417.06,4153.27,3657.99,1143.41,5048.85,30.98
./suiteSparse_dataset/vsp_bump2_e18_aa01_model1_crew1/vsp_bump2_e18_aa01_model1_crew1.mtx,56438,56438,300801,99.99%,128,1923.28,742.44,72.75,2109.4,1194.48,13.9013,1308.5,13.26
./suiteSparse_dataset/bcsstm36/bcsstm36.mtx,23052,23052,166389,99.96%,128,2736.66,635.25,39.39,3410.7,2245.93,365.591,3132.64,42.17
./suiteSparse_dataset/SiO/SiO.mtx,33401,33401,675528,99.93%,128,2715.14,791.54,155.77,2160.09,1931.13,152.544,1785.71,81.41
./suiteSparse_dataset/fxm3_16/fxm3_16.mtx,41340,85575,392252,99.98%,128,3008.07,964.95,99.79,2001.29,1985.33,450.298,1619.62,7.38
./suiteSparse_dataset/mark3jac080sc/mark3jac080sc.mtx,36609,36609,227955,99.98%,128,2335.6,1124.32,53.37,1809.17,1620.01,220.463,1577.2,11.93
./suiteSparse_dataset/jan99jac100/jan99jac100.mtx,34454,34454,215862,99.98%,128,2277.03,954.46,49.92,1955.27,1606.86,252.332,1732.31,12.78
./suiteSparse_dataset/Dubcova1/Dubcova1.mtx,16129,16129,134569,99.94%,128,2273.12,632.97,33.68,2432.78,2249.47,109.911,1799.18,63.4
./suiteSparse_dataset/lhr71c/lhr71c.mtx,70304,70304,1528092,99.96%,128,5026.62,1453.11,383.86,2078.47,2810.99,1286.39,3144.63,21.44
./suiteSparse_dataset/pkustk07/pkustk07.mtx,16860,16860,1217832,99.57%,128,6505.51,803.99,390.65,2406.29,3682.71,234.222,3994.93,536.42
./suiteSparse_dataset/thread/thread.mtx,29736,29736,2249892,99.74%,128,5710.39,1396.41,1337.91,2579.67,3582.92,881.476,5163.95,333.5
./suiteSparse_dataset/TSOPF_FS_b300_c3/TSOPF_FS_b300_c3.mtx,84414,84414,6578753,99.90%,128,10253.7,1384.01,2839.89,2571.64,3695.27,0.469376,6949.37,127.64
./suiteSparse_dataset/stokes128/stokes128.mtx,49666,49666,295938,99.98%,128,2700.16,1013.62,71.18,3042.45,2489.42,601.093,2367.55,15.94
./suiteSparse_dataset/t3dl_a/t3dl_a.mtx,20360,20360,265113,99.93%,128,2599.15,1065.03,62.18,3049.44,2605.18,312.861,1992.76,84.76
./suiteSparse_dataset/windscreen/windscreen_M.mtx,22692,22692,752340,99.85%,128,4543.12,1655.81,187.35,3386.63,3962.53,916.177,4826.83,185.66
./suiteSparse_dataset/windscreen/windscreen.mtx,22692,22692,752541,99.85%,128,4566.39,1660.73,201.31,3428.28,3946.73,918.422,4840.46,185.67
./suiteSparse_dataset/net100/net100.mtx,29920,29920,1031560,99.88%,128,4723.26,1335.22,258.24,2227.43,2858.83,85.3445,1822.48,154.24
./suiteSparse_dataset/case39/case39_A_03.mtx,40216,40216,526144,99.96%,128,4982.42,1095.79,135.01,2708.34,2257.73,0.262894,3827.77,45.25
./suiteSparse_dataset/cyl6/cyl6.mtx,13681,13681,363961,99.80%,128,4212.51,948.87,86.27,3815.39,1509.07,248.263,5955.89,255.38
./suiteSparse_dataset/TSOPF_RS_b2052_c1/TSOPF_RS_b2052_c1.mtx,25626,25626,6761100,98.97%,128,14596.5,769.28,3396.17,2180.16,4047.59,457.06,8137.48,678.2
./suiteSparse_dataset/psse0/psse0.mtx,26722,11028,102432,99.96%,128,2188.72,585.7,26.24,1718.66,1369.64,367.778,1914.06,24.16
./suiteSparse_dataset/c-62/c-62.mtx,41731,41731,300537,99.98%,128,2479.68,521.21,65.02,2338.39,1363.25,11.1466,1805.7,22.51
./suiteSparse_dataset/case39/case39_A_01.mtx,40216,40216,526139,99.96%,128,4982.38,1093.99,129.91,2702.7,2234.48,0.262909,3833.23,45.25
./suiteSparse_dataset/HEP-th-new/HEP-th-new.mtx,27770,27770,352807,99.95%,128,2290.95,960.67,89.58,1829.91,1020.56,94.3078,1034.58,30.14
./suiteSparse_dataset/appu/appu.mtx,14000,14000,1853104,99.05%,128,2117.35,1319.21,841.35,1884,2027.74,101.992,1060.34,532.56
./suiteSparse_dataset/mark3jac040/mark3jac040.mtx,18289,18289,113435,99.96%,128,2054.98,633.8,25.86,1417.94,1294,116.25,1416.55,23.62
./suiteSparse_dataset/pkustk13/pkustk13.mtx,94893,94893,3355860,99.96%,128,3299.12,1303.44,913.34,2868.9,3442.19,659.108,3722.06,51.16
./suiteSparse_dataset/dbir2/dbir2.mtx,18906,45877,1158159,99.86%,128,4566.87,165.05,231.87,1850.09,1994.08,4.72606,1919.02,92.61
./suiteSparse_dataset/garon2/garon2.mtx,13535,13535,390607,99.78%,128,4320.87,751.06,93.15,2503.89,2498.09,150.437,2040.72,144.54
./suiteSparse_dataset/OPF_6000/OPF_6000.mtx,29902,29902,166160,99.98%,128,2186.32,429.88,43.22,2769.4,2080.44,176.273,2374.82,23.7
./suiteSparse_dataset/c-72/c-72.mtx,84064,84064,395811,99.99%,128,1209.69,492.44,79.48,1469.18,1565.39,14.5879,1791.64,7.05
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_21.mtx,100000,100000,448987,99.99%,128,1045.13,520.57,104.95,1820.2,1622.81,334.504,874.867,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_03.mtx,100000,100000,448987,99.99%,128,1045.13,520.32,102.6,1833.58,1625.91,334.011,876.368,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_14.mtx,100000,100000,448987,99.99%,128,1048.06,521.25,101.13,1835.27,1623.01,351.785,874.492,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_01.mtx,100000,100000,448987,99.99%,128,1043.19,515.66,105.37,1823.52,1618.53,352.331,875.617,5.61
./suiteSparse_dataset/net50/net50.mtx,16320,16320,480760,99.81%,128,4418.75,582.73,118.97,2208.41,2655.62,99.2132,1792.38,235.15
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_20.mtx,100000,100000,448987,99.99%,128,1047.08,520.81,108.44,1836.96,1626.11,352.452,875.617,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_10.mtx,100000,100000,448987,99.99%,128,1045.13,519.62,106.71,1821.86,1624.79,354.102,876.368,5.61
./suiteSparse_dataset/ncvxqp3/ncvxqp3.mtx,75000,75000,274982,99.99%,128,1573.12,805.87,66.03,1702.87,1549.98,343.415,1093,5.91
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_11.mtx,100000,100000,448987,99.99%,128,1048.06,515.03,105.22,1831.9,1615.95,334.723,873.744,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_09.mtx,100000,100000,448987,99.99%,128,1045.13,518.27,107.9,1828.54,1626.24,332.111,874.118,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_06.mtx,100000,100000,448987,99.99%,128,1044.16,517.22,104.61,1843.75,1619.14,333.902,874.492,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_17.mtx,100000,100000,448987,99.99%,128,1048.06,521.28,107.81,1836.96,1613.94,353.856,875.992,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_15.mtx,100000,100000,448987,99.99%,128,1046.1,519.12,107.08,1811.93,1620.13,334.723,875.241,5.61
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_13.mtx,100000,100000,448987,99.99%,128,1046.1,516.49,105.56,1836.96,1618.2,334.997,874.867,5.61
./suiteSparse_dataset/invextr1_new/invextr1_new.mtx,30412,30412,1793881,99.80%,128,4939.1,1491.47,678.35,2430.73,2297.53,183.144,2367.18,131.95
./suiteSparse_dataset/mark3jac100sc/mark3jac100sc.mtx,45769,45769,285215,99.98%,128,2228.24,1320.52,66.54,1927.13,1705.32,263.307,1577,9.57
./suiteSparse_dataset/viscorocks/viscorocks.mtx,37762,37762,1162244,99.91%,128,5027.01,2219.82,279.96,3969.41,3681.92,1540.03,5551.02,56.87
./suiteSparse_dataset/dbir1/dbir1.mtx,18804,45775,1077025,99.87%,128,4465.28,153.56,228.22,1804.67,1959.65,5.94478,1982.16,82.11
./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx,22835,22835,676439,99.87%,128,5954.57,720.32,173.27,2170.86,2689.48,170.997,2744.35,88.81
./suiteSparse_dataset/copter1/copter1.mtx,17222,17222,114143,99.96%,128,1941.21,601.03,27.77,2189.46,2002.5,288.019,1783.25,49.19
./suiteSparse_dataset/tube2/tube2.mtx,21498,21498,459277,99.90%,128,4744.6,1364.51,112.02,3423.88,3512.7,991.993,6011.68,133.91
./suiteSparse_dataset/poisson3Db/poisson3Db.mtx,85623,85623,2374949,99.96%,128,2860.01,1174.53,492.43,2166.92,2075.1,249.441,1155.87,22.65
./suiteSparse_dataset/water_tank/water_tank.mtx,60740,60740,2035281,99.94%,128,3730.35,1395.63,475.32,3232.66,2663.07,931.079,2888.2,38.51
./suiteSparse_dataset/g7jac180sc/g7jac180sc.mtx,53370,53370,747276,99.97%,128,3728.92,948.8,166.71,2103.82,2041.74,256.989,1650.58,18.4
./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx,34546,34546,421578,99.96%,128,2439.69,1060.57,102.99,1798.54,1144.35,125.947,990.128,24.67
./suiteSparse_dataset/astro-ph/astro-ph.mtx,16706,16706,121251,99.95%,128,2165.2,458.91,29.49,1924.62,1025.97,54.682,1548.14,59.83
./suiteSparse_dataset/c-61/c-61.mtx,43618,43618,176817,99.99%,128,1826.62,522.03,41.64,2055.81,1108.78,19.2964,666.925,11.46
./suiteSparse_dataset/c-62ghs/c-62ghs.mtx,41731,41731,300537,99.98%,128,2496.15,523.74,61.17,2307.52,1353.69,11.1462,1798.89,22.51
./suiteSparse_dataset/mk12-b4/mk12-b4.mtx,62370,51975,311850,99.99%,128,1993.93,735.3,75.94,1856.25,1581.59,416.668,1251.31,6.41
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_23.mtx,100000,100000,448987,99.99%,128,1045.13,520.99,104.3,1825.19,1618.94,335.492,875.241,5.61
./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx,23412,23412,216082,99.96%,128,2260.27,957.23,54.55,1875.71,1690.62,268.79,1369.23,26.02
./suiteSparse_dataset/TSOPF_FS_b300/TSOPF_FS_b300.mtx,29214,29214,2203949,99.74%,128,10036.2,1162.64,1319.87,2560.59,3682.73,1.37334,6893.7,349.02
./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx,23412,23412,218484,99.96%,128,2285.4,943.83,54.92,1896.56,1697.46,271.382,1391.34,26.32
./suiteSparse_dataset/denormal/denormal.mtx,89400,89400,622812,99.99%,128,1552.37,801.71,153.68,2470.56,2388.52,911.59,2619.41,10.19
./suiteSparse_dataset/msc10848/msc10848.mtx,10848,10848,620313,99.47%,128,6381.82,538.13,154.39,2732.84,2976.23,71.8512,4799.13,644.4
./suiteSparse_dataset/mouse_gene/mouse_gene.mtx,45101,45101,14506196,99.28%,128,3826.68,1009.69,1859.3,1962.55,2332.46,55.3737,1343.46,738.36
./suiteSparse_dataset/ex35/ex35.mtx,19716,19716,228208,99.94%,128,2796.67,990,54.07,2367.3,2083.85,421.51,2139.97,40.85
./suiteSparse_dataset/vsp_model1_crew1_cr42_south31/vsp_model1_crew1_cr42_south31.mtx,45101,45101,189976,99.99%,128,2083.07,827.65,46.9,1987.2,1056.71,0.40918,1358.49,12.4
./suiteSparse_dataset/cfd1/cfd1.mtx,70656,70656,949510,99.98%,128,2569.02,1201.91,231.94,3385.86,2284.03,781.796,2504.34,24.31
./suiteSparse_dataset/lp_pds_10/lp_pds_10.mtx,16558,49932,107605,99.98%,128,1470.01,538.19,26.75,1245.43,646.08,106.523,912.148,9.15
./suiteSparse_dataset/g7jac060sc/g7jac060sc.mtx,17730,17730,203316,99.93%,128,3025.54,803.18,51.72,1694.3,1549.66,83.3449,1526.36,44.84
./suiteSparse_dataset/e40r0100/e40r0100.mtx,17281,17281,553562,99.81%,128,5427.08,1345.72,132.62,2651.16,2682.15,359.219,2741.04,125.33
./suiteSparse_dataset/li/li.mtx,22695,22695,1350309,99.73%,128,4477.15,1813.71,396.14,2726.8,2478.54,555.576,3333.45,174.39
./suiteSparse_dataset/sme3Db/sme3Db.mtx,29067,29067,2081063,99.75%,128,5517.13,935.54,952.1,1967.72,2003.33,63.1006,1186.53,154.58
./suiteSparse_dataset/olafu/olafu.mtx,16146,16146,515651,99.80%,128,5654.07,1250.06,126.77,3262.07,3278.8,683.535,5414.17,254.58
./suiteSparse_dataset/copter2/copter2.mtx,55476,55476,407714,99.98%,128,2150.39,870.28,96.88,2613.31,2277.61,452.963,1801.37,17.32
./suiteSparse_dataset/rajat15/rajat15.mtx,37261,37261,443573,99.96%,128,2941.47,938.98,94.29,2486.4,1384.92,18.1039,1808.2,22.36
./suiteSparse_dataset/case39/case39_A_04.mtx,40216,40216,526144,99.96%,128,4982.42,1104.13,132.89,2691.55,2265.59,0.262896,3861.01,45.25
./suiteSparse_dataset/lpl1/lpl1.mtx,32460,32460,180248,99.98%,128,1726.51,212.15,46.88,1907.19,1261.68,36.2674,1341.49,21.83
./suiteSparse_dataset/g7jac140/g7jac140.mtx,41490,41490,565956,99.96%,128,3591.09,1527.7,129.34,2096.13,1995.61,200.56,1692.58,23.04
./suiteSparse_dataset/Zd_Jac3/Zd_Jac3.mtx,22835,22835,1916152,99.63%,128,6430.04,914.43,1000.42,2110.3,2949.29,88.9021,3604.22,245.85
./suiteSparse_dataset/mark3jac100/mark3jac100.mtx,45769,45769,285215,99.98%,128,2249.33,1320.06,67.24,2014.23,1707.75,263.117,1580.41,9.56
./suiteSparse_dataset/jan99jac080/jan99jac080.mtx,27534,27534,171522,99.97%,128,2061.56,769.37,43.11,1801.7,1508.38,201.144,1721.95,15.85
./suiteSparse_dataset/Pres_Poisson/Pres_Poisson.mtx,14822,14822,365313,99.83%,128,4781.58,890.57,88.21,3363.74,3304.35,451.233,4222.25,220.57
./suiteSparse_dataset/ckt11752_dc_1/ckt11752_dc_1.mtx,49702,49702,333029,99.98%,128,2500.22,715.35,80.38,2226.13,1161.14,12.7955,1886.18,9.49
./suiteSparse_dataset/g7jac100sc/g7jac100sc.mtx,29610,29610,384636,99.95%,128,3509.45,1193.27,87.77,2007.49,1859.94,140.868,1703.58,30.66
./suiteSparse_dataset/conf5_4-8x8-20/conf5_4-8x8-20.mtx,49152,49152,1916928,99.92%,128,4925.3,2939.57,467.32,2614.47,3802.96,1422.83,3157.87,55.49
./suiteSparse_dataset/Andrews/Andrews.mtx,60000,60000,410077,99.98%,128,1870.79,797.97,102.27,2026,1824.33,291.797,1078.71,14.81
./suiteSparse_dataset/HEP-th/HEP-th.mtx,27240,27240,342437,99.95%,128,2183.91,1030.23,77.87,1798.51,1017.79,84.1627,980.58,32.14
./suiteSparse_dataset/jan99jac100sc/jan99jac100sc.mtx,34454,34454,215862,99.98%,128,2267.46,957.05,51.17,2036.43,1612.11,252.332,1754.31,12.77
./suiteSparse_dataset/c-57/c-57.mtx,37833,37833,221515,99.98%,128,2575.76,802.23,56.18,2281.51,1179.27,0.329405,2320.59,19.9
./suiteSparse_dataset/Si34H36/Si34H36.mtx,97569,97569,2626974,99.97%,128,3145.32,1260.57,543.59,2039.38,2394.75,371.15,2021.49,37.69
./suiteSparse_dataset/lowThrust_11/lowThrust_11.mtx,18368,18368,117002,99.96%,128,2059.89,428.79,28.77,2127.39,697.34,1.798,1544.29,46.12
./suiteSparse_dataset/c-66b/c-66b.mtx,49989,49989,274498,99.98%,128,2459.66,669.61,58.7,2297.45,1360.43,9.10752,1920.99,14.04
./suiteSparse_dataset/scagr7-2r/scagr7-2r_A_11.mtx,32847,46679,120141,99.99%,128,1746.24,672.92,28.35,1479.57,1183.07,412.833,1206.12,5.52
./suiteSparse_dataset/Si5H12/Si5H12.mtx,19896,19896,379247,99.90%,128,2604.72,753.48,88.54,2169.79,1908.09,153.587,1668.85,126.52
./suiteSparse_dataset/case39/case39_A_12.mtx,40216,40216,526144,99.96%,128,4963.62,1096.08,133.78,2705.53,2293.51,0.262891,3822.29,45.25
./suiteSparse_dataset/mark3jac040sc/mark3jac040sc.mtx,18289,18289,113435,99.96%,128,2040.2,644.01,26.85,1461.79,1287.94,116.484,1423.5,23.63
./suiteSparse_dataset/g7jac060/g7jac060.mtx,17730,17730,203316,99.93%,128,2989.94,801.8,51.28,1699.97,1549.66,83.385,1544.48,42.36
./suiteSparse_dataset/GaAsH6/GaAsH6.mtx,61349,61349,1721579,99.95%,128,3125.6,778.61,386.66,1893.93,2469.19,107.166,2117.25,58.93
./suiteSparse_dataset/bcsstk32/bcsstk32.mtx,44609,44609,1029655,99.94%,128,4165.27,1929.68,238.17,3552.01,3500.02,647.537,5486.85,66.36
./suiteSparse_dataset/JP/JP.mtx,87616,67320,13734559,99.76%,128,4310.37,1342.79,2144.66,1954.26,2222.69,332.446,1456.28,152.25
./suiteSparse_dataset/bcsstk25/bcsstk25.mtx,15439,15439,133840,99.94%,128,2478.52,665.79,31.62,2532.54,2381.88,299.368,2614.32,72.62
./suiteSparse_dataset/k3plates/k3plates.mtx,11107,11107,378927,99.69%,128,6072.55,869.05,91.91,2616.9,2904.49,438.541,4311.35,206.16
./suiteSparse_dataset/TSOPF_RS_b162_c4/TSOPF_RS_b162_c4.mtx,20374,20374,812749,99.80%,128,7906.12,1058.65,197.74,3293.15,2881.45,783.963,5280.81,135.66
./suiteSparse_dataset/TSOPF_RS_b39_c19/TSOPF_RS_b39_c19.mtx,38098,38098,684206,99.95%,128,5663.96,1633.83,158.97,2904.1,2851.6,1219.75,4759.69,33.13
./suiteSparse_dataset/juba40k/juba40k.mtx,40337,40337,144945,99.99%,128,1685.41,578.31,35.23,1491.2,1043.9,164.04,1559.07,6.27
./suiteSparse_dataset/192bit/192bit.mtx,13691,13682,154303,99.91%,128,1836.94,720.33,37.84,1909.69,1801.82,173.329,1151.65,53.79
./suiteSparse_dataset/LeGresley_87936/LeGresley_87936.mtx,87936,87936,593276,99.99%,128,1615.68,807.32,142.82,1837.91,1511.24,360.671,1548.2,5.19
./suiteSparse_dataset/TF16/TF16.mtx,15437,19321,216173,99.92%,128,1944,786.41,50.49,1721.12,1565.2,118.4,1093.68,50.05
./suiteSparse_dataset/nh2010/nh2010.mtx,48837,48837,117275,99.99%,128,1444.27,652.93,28.44,1584.8,1234.55,240.083,1047.9,6.91
./suiteSparse_dataset/ABACUS_shell_ud/ABACUS_shell_ud_K.mtx,23412,23412,216082,99.96%,128,2279.35,994.85,54.03,1869.22,1685.01,253.981,1379.48,27.54
./suiteSparse_dataset/lhr14/lhr14.mtx,14270,14270,307858,99.84%,128,5200.3,977.68,72.3,2451.1,2663.13,467.448,2834.95,103.7
./suiteSparse_dataset/208bit/208bit.mtx,24430,24421,299756,99.94%,128,2064.44,1175.34,69.73,2441.01,2174.9,313.342,1221.94,35.07
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_24.mtx,100000,100000,448987,99.99%,128,1050.02,516.03,105.5,1835.27,1616.72,332.273,875.617,5.61
./suiteSparse_dataset/conf5_4-8x8-15/conf5_4-8x8-15.mtx,49152,49152,1916928,99.92%,128,4925.3,2946,467.59,2665.36,3804.28,1420.36,3155.84,52.35
./suiteSparse_dataset/fxm4_6/fxm4_6.mtx,22400,47185,265442,99.97%,128,2848.09,1085.82,69.24,2361.58,2116.97,323.279,1797.7,17.62
./suiteSparse_dataset/bcircuit/bcircuit.mtx,68902,68902,375558,99.99%,128,2224.87,851.39,91.21,2219.61,1361.7,300.917,2041.25,5.57
./suiteSparse_dataset/pwt/pwt.mtx,36519,36519,181313,99.98%,128,2300.93,814.48,43.13,2596.39,2170.43,579.343,2514.56,17.19
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_02.mtx,100000,100000,448987,99.99%,128,1045.13,519.79,103.24,1907.2,1613.74,352.331,876.744,5.61
./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx,18260,18260,116074,99.96%,128,2058.05,426.57,27.55,2110.31,748,1.7502,1591.97,43.72
./suiteSparse_dataset/fome13/fome13.mtx,48568,97840,285056,99.99%,128,1487.77,623.24,73.72,1179.87,777.89,158.812,1001.02,4.23
./suiteSparse_dataset/IG5-17/IG5-17.mtx,30162,27944,1035008,99.87%,128,2322.73,1499.85,246.01,2090.08,2007.29,147.079,1239.88,83.98
./suiteSparse_dataset/inlet/inlet.mtx,11730,11730,328323,99.76%,128,4436.8,953.63,86.53,3006.62,2806.18,501.795,3473.17,151.44
./suiteSparse_dataset/IG5-18/IG5-18.mtx,47894,41550,1790490,99.91%,128,2308.52,1587.35,411.84,2126.47,2094.63,212.423,1247.59,62.04
./suiteSparse_dataset/world/world.mtx,34506,67147,198883,99.99%,128,1788.52,376.81,45.39,1635.55,722.32,14.17,1097.29,6.05
./suiteSparse_dataset/tandem_vtx/tandem_vtx.mtx,18454,18454,135902,99.96%,128,1941.46,588.93,32.49,2246.01,2141.36,224.188,1941.84,51.43
./suiteSparse_dataset/pltexpa/pltexpa_A_5.mtx,26894,70364,143059,99.99%,128,1663.48,454.39,36.8,1391.62,1100.77,164.82,917.872,5.33
./suiteSparse_dataset/mark3jac120/mark3jac120.mtx,54929,54929,342475,99.98%,128,2283.17,763.69,85,1995.78,1743.32,279.928,1599.88,7.98
./suiteSparse_dataset/gas_sensor/gas_sensor.mtx,66917,66917,885141,99.98%,128,2662.88,1187.91,220.87,3590.57,2884.98,656.225,2432.02,26.71
./suiteSparse_dataset/poisson3Da/poisson3Da.mtx,13514,13514,352762,99.80%,128,3206.93,507.26,87.92,1972.94,1863.75,52.6081,1192.96,129.03
