file,M,N,NNZ,Sparsity,K,BSMR,cuSDDMM,cuSPARSE,RoDe,ASpT,TCGNN,FlashSparse,Sputnik
./suiteSparse_dataset/crankseg_2/crankseg_2.mtx,63838,63838,7106348,99.82%,32,4287.13,1228.47,1043.47,2922.35,1819.93,31.7897,3968.13,57.15
./suiteSparse_dataset/LeGresley_87936/LeGresley_87936.mtx,87936,87936,593276,99.99%,32,1844.76,995.51,37.06,1378.43,1295.08,206.694,1232.78,1.31
./suiteSparse_dataset/lhr34/lhr34.mtx,35152,35152,764014,99.93%,32,4012.68,1368.96,47.89,1280.18,1591.7,576.614,2573.52,10.85
./suiteSparse_dataset/g7jac080/g7jac080.mtx,23670,23670,293976,99.94%,32,1766.68,792.07,17.84,1113.55,943.89,67.9223,1237.79,9.2
./suiteSparse_dataset/net75/net75.mtx,23120,23120,756160,99.85%,32,2625.56,801.27,52.23,1546.1,1635.76,46.775,1657.54,48.37
./suiteSparse_dataset/Dubcova2/Dubcova2.mtx,65025,65025,547625,99.98%,32,1880.58,883.91,34.01,1910.65,1751.79,258.668,1632.04,4.29
./suiteSparse_dataset/ASIC_100ks/ASIC_100ks.mtx,99190,99190,578890,99.99%,32,1350.02,721.67,36.09,1335.08,416.9,58.967,749.979,1.02
./suiteSparse_dataset/wathen100/wathen100.mtx,30401,30401,251001,99.97%,32,1743.06,810.33,14.96,1764.97,1469.62,434.906,2414.6,8.49
./suiteSparse_dataset/net100/net100.mtx,29920,29920,1031560,99.88%,32,2589.26,1265.56,89.9,1616.73,1698.86,37.7754,1618.47,39.58
./suiteSparse_dataset/g7jac160sc/g7jac160sc.mtx,47430,47430,656616,99.97%,32,2279.92,1318.24,43.2,1290.52,1333.5,137.917,1419.71,4.93
./suiteSparse_dataset/Zhao1/Zhao1.mtx,33861,33861,166453,99.98%,32,1238.49,538.25,9.74,859.78,608.71,168.028,951.16,2.55
./suiteSparse_dataset/pkustk07/pkustk07.mtx,16860,16860,1217832,99.57%,32,3641.84,761.88,166.03,2528.01,1812.79,105.402,3659.66,145.29
./suiteSparse_dataset/lp_nug20/lp_nug20.mtx,15240,72600,304800,99.97%,32,1380.43,466.38,18.62,1190.63,711.98,106.422,907.312,4.85
./suiteSparse_dataset/c-54/c-54.mtx,31793,31793,211743,99.97%,32,1102.83,512.51,12.43,1431.63,616.35,5.26978,1193.73,6.81
./suiteSparse_dataset/foldoc/foldoc.mtx,13356,13356,120238,99.93%,32,1192.84,359.78,7.25,715.7,591.87,38.2847,1083.84,11.74
./suiteSparse_dataset/airfoil_2d/airfoil_2d.mtx,14214,14214,259688,99.87%,32,1726.65,667.15,15.18,1119.34,1191.5,118.292,1072.26,22.36
./suiteSparse_dataset/lhr17c/lhr17c.mtx,17576,17576,381975,99.87%,32,2808.64,864.2,22.72,1115.58,1243.41,339.533,2306.26,21.61
./suiteSparse_dataset/pcrystk03/pcrystk03.mtx,24696,24696,887937,99.85%,32,3189.43,1614.28,67.47,1511.72,2004.55,512.696,4294.08,50.13
./suiteSparse_dataset/conf6_0-8x8-30/conf6_0-8x8-30.mtx,49152,49152,1916928,99.92%,32,3902.54,2561.54,324.09,945.6,1997.11,605.545,2839.89,13.94
./suiteSparse_dataset/chipcool1/chipcool1.mtx,20082,20082,281150,99.93%,32,1706.01,778.81,16.64,1119.23,1192.83,131.918,972.627,12.21
./suiteSparse_dataset/lowThrust_13/lowThrust_13.mtx,18476,18476,117580,99.96%,32,1224.79,324.81,6.87,1152.14,1035.91,0.519378,1124.48,11.54
./suiteSparse_dataset/vsp_vibrobox_scagr7-2c_rlfddd/vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,77328,435586,99.99%,32,1448.09,765.73,27.88,1284.16,1141.1,11.8065,929.25,2.56
./suiteSparse_dataset/soc-sign-Slashdot081106/soc-sign-Slashdot081106.mtx,77357,77357,516575,99.99%,32,823.62,556.14,32.56,1072.62,858.67,33.0707,657.272,1.52
./suiteSparse_dataset/c-66b/c-66b.mtx,49989,49989,274498,99.98%,32,875.31,543.56,15.77,1430.64,764.88,3.72924,1075.3,3.51
./suiteSparse_dataset/t3dh_e/t3dh_e.mtx,79171,79171,2215638,99.96%,32,3183.39,1638.79,361.78,1140.49,2143.58,432.978,2095.82,11.97
./suiteSparse_dataset/smt/smt.mtx,25710,25710,1889447,99.71%,32,3797.12,1580.4,345.45,2566.46,1744.04,209.547,4192.04,92.72
./suiteSparse_dataset/Si5H12/Si5H12.mtx,19896,19896,379247,99.90%,32,1837.44,624.94,22.83,930.69,971.84,73.4923,1458.96,30.75
./suiteSparse_dataset/nug08-3rd/nug08-3rd.mtx,19728,29856,148416,99.97%,32,1236.8,576.26,8.9,875.09,599.78,132.662,818.847,4.2
./suiteSparse_dataset/nd6k/nd6k.mtx,18000,18000,3457658,98.93%,32,3631.99,1124.75,593.63,3745.28,1736.38,152.332,5187.17,328.19
./suiteSparse_dataset/G_n_pin_pout/G_n_pin_pout.mtx,100000,100000,501198,99.99%,32,1263.1,814.03,32.14,1535.53,1590.1,192.018,925.734,1.76
./suiteSparse_dataset/fome12/fome12.mtx,24284,48920,142528,99.98%,32,655,470.23,8.02,669.77,391.88,66.3886,718.251,2.11
./suiteSparse_dataset/rim/rim.mtx,22560,22560,1014951,99.80%,32,3356.32,1538.27,92.57,1229.35,1678.16,452.346,3314.13,34.72
./suiteSparse_dataset/conf5_4-8x8-10/conf5_4-8x8-10.mtx,49152,49152,1916928,99.92%,32,3889.87,2541.5,319.97,944.86,2013.16,606.743,2826.81,13.94
./suiteSparse_dataset/south31/south31.mtx,18425,36321,112398,99.98%,32,1080.75,388.92,6.56,682.03,155.61,77.0179,1073.65,2.95
./suiteSparse_dataset/world/world.mtx,34506,67147,198883,99.99%,32,597.61,310.34,11.91,823.19,370.22,7.02922,649.414,1.51
./suiteSparse_dataset/epb3/epb3.mtx,84617,84617,463625,99.99%,32,1845.64,872.71,28.47,1311.16,742.45,340.666,1820.37,1.1
./suiteSparse_dataset/rajat15/rajat15.mtx,37261,37261,443573,99.96%,32,969.35,791.04,25.21,1407.27,809,11.1863,1320.4,5.61
./suiteSparse_dataset/sc205-2r/sc205-2r_A_12.mtx,35213,62423,123239,99.99%,32,1069.78,375.84,7.26,647.26,514.78,196.201,839.074,0.99
./suiteSparse_dataset/invextr1_new/invextr1_new.mtx,30412,30412,1793881,99.80%,32,2695.13,1424.68,342.53,1421.01,1865.52,79.9001,2118.24,33.83
./suiteSparse_dataset/tomographic1/tomographic1.mtx,73159,59498,647495,99.98%,32,1864.9,962.32,38.66,1111.77,1234.85,111.158,1319.73,2.61
./suiteSparse_dataset/rgg_n_2_16_s0/rgg_n_2_16_s0.mtx,65536,65536,342127,99.99%,32,1527.35,615.39,20.1,1459.59,1529.06,195.588,1013.71,2.8
./suiteSparse_dataset/n4c6-b5/n4c6-b5.mtx,51813,20058,310878,99.97%,32,1494.61,738.95,18.8,1245.5,1143.56,199.561,1156.76,5.26
./suiteSparse_dataset/soc-Epinions1/soc-Epinions1.mtx,75888,75888,508837,99.99%,32,679.54,301.3,32.15,1056.56,729.36,8.58457,633.571,1.55
./suiteSparse_dataset/laminar_duct3D/laminar_duct3D.mtx,67173,67173,3833077,99.91%,32,3889.08,2266.08,658.53,1809.42,2164.11,694.752,3639.72,14.93
./suiteSparse_dataset/Wordnet3/Wordnet3.mtx,82670,82670,132964,99.99%,32,675.63,295.67,7.96,459.13,341.55,132.964,675.373,0.34
./suiteSparse_dataset/bbmat/bbmat.mtx,38744,38744,1771722,99.88%,32,3885.36,1685.83,283.13,1977.37,1909.18,583.283,3950.88,20.65
./suiteSparse_dataset/light_in_tissue/light_in_tissue.mtx,29282,29282,406084,99.95%,32,2014.31,1112.56,23.9,1566.68,1439.76,331.921,1817.44,8.31
./suiteSparse_dataset/lowThrust_7/lowThrust_7.mtx,17378,17378,110607,99.96%,32,1171.68,307.16,6.82,1120.56,830.63,0.549866,1091.93,12.26
./suiteSparse_dataset/cfd1/cfd1.mtx,70656,70656,949510,99.98%,32,2060.57,1266.69,61.49,2303.89,1956.93,398.553,2250.29,6.11
./suiteSparse_dataset/TSOPF_FS_b162_c3/TSOPF_FS_b162_c3.mtx,30798,30798,904612,99.90%,32,4751.11,1107.1,68.18,2148.5,1245.76,0.135831,4285.62,33.27
./suiteSparse_dataset/lowThrust_11/lowThrust_11.mtx,18368,18368,117002,99.96%,32,1179.46,312.63,6.97,1156,355.92,0.553616,1127.82,11.64
./suiteSparse_dataset/mark3jac080sc/mark3jac080sc.mtx,36609,36609,227955,99.98%,32,1565.62,745.8,13.54,931.19,887.68,145.745,1148.75,2.99
./suiteSparse_dataset/appu/appu.mtx,14000,14000,1853104,99.05%,32,1536.06,1234.21,287.93,1513.97,1739.02,46.3947,899.156,156.68
./suiteSparse_dataset/TEM27623/TEM27623_M.mtx,27623,27623,233546,99.96%,32,1604.02,656.67,14.34,1525.93,1428.47,303.082,1757.88,10.11
./suiteSparse_dataset/Si34H36/Si34H36.mtx,97569,97569,2626974,99.97%,32,2537.65,1459.84,412.25,1302.64,1896.95,161.492,1667.55,9.19
./suiteSparse_dataset/jan99jac060sc/jan99jac060sc.mtx,20614,20614,127182,99.97%,32,1119.56,428.44,7.85,716.11,578.76,113.841,980.68,5.26
./suiteSparse_dataset/pltexpa/pltexpa.mtx,26894,70364,143059,99.99%,32,1077.25,340.13,8.64,677.36,450.08,111.656,732.462,1.33
./suiteSparse_dataset/onetone1/onetone1.mtx,36057,36057,341088,99.97%,32,1590.9,933.59,21.43,1171.32,1104.56,161.941,1299.38,4.61
./suiteSparse_dataset/soc-Slashdot0902/soc-Slashdot0902.mtx,82168,82168,948464,99.98%,32,731.84,586.56,58.63,1323.19,950.22,11.7593,806.131,2.47
./suiteSparse_dataset/jan99jac120sc/jan99jac120sc.mtx,41374,41374,260202,99.98%,32,1378.19,777.07,16.68,997.71,873.75,189.023,1301.01,2.68
./suiteSparse_dataset/Goodwin_054/Goodwin_054.mtx,32510,32510,1030878,99.90%,32,4001.86,1701.12,83.79,1160.9,1770.05,738.815,3366.13,17.08
./suiteSparse_dataset/lhr71/lhr71.mtx,70304,70304,1528092,99.96%,32,4569.65,1509.23,169.6,1438.34,1812.25,669.849,2762.65,5.44
./suiteSparse_dataset/psse0/psse0.mtx,26722,11028,102432,99.96%,32,1207.92,369.59,6.27,640.2,604.32,233.297,1111.13,6.08
./suiteSparse_dataset/waveguide3D/waveguide3D.mtx,21036,21036,303468,99.93%,32,1859.49,789.25,18.2,1142.58,1254.78,130.612,971.098,12.01
./suiteSparse_dataset/hvdc1/hvdc1.mtx,24842,24842,159981,99.97%,32,1428.4,483.62,9.5,819.57,502.45,51.9735,875.11,4.55
./suiteSparse_dataset/opt1/opt1.mtx,15449,15449,973052,99.59%,32,4252.85,1102.73,85.35,2311.61,1615.75,238.767,4982.34,138.25
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd_K.mtx,23412,23412,216082,99.96%,32,1607.75,692.13,12.82,1030.93,990.07,173.082,1047.67,6.92
./suiteSparse_dataset/c-55/c-55.mtx,32780,32780,218115,99.97%,32,740.88,403.24,12.53,1151.4,643.26,12.6226,1163.1,6.6
./suiteSparse_dataset/fe_rotor/fe_rotor.mtx,99617,99617,662431,99.99%,32,1623.61,1092.4,41.52,1912.33,1754.78,270.725,1413.19,2.35
./suiteSparse_dataset/t3dh/t3dh_E.mtx,79171,79171,2215638,99.96%,32,3176.09,1641.15,368.52,1139.06,2145.16,435.483,2103.74,12.18
./suiteSparse_dataset/mk12-b3/mk12-b3.mtx,51975,13860,207900,99.97%,32,1397.18,627.53,12.46,962.5,900.58,208.552,1064.45,4.79
./suiteSparse_dataset/psse2/psse2.mtx,28634,11028,115262,99.96%,32,1263.84,371.63,7.08,605.37,597.06,116.721,1069.1,6.39
./suiteSparse_dataset/bcsstk17/bcsstk17.mtx,10974,10974,219812,99.81%,32,1962.61,493.57,13.05,1018.65,1240.31,178.372,2918.47,61.49
./suiteSparse_dataset/ACTIVSg10K/ACTIVSg10K.mtx,20000,20000,137736,99.96%,32,1179.25,483.28,8.33,775.54,746.54,157.977,1049.42,6.04
./suiteSparse_dataset/c-68/c-68.mtx,64810,64810,315408,99.99%,32,1101.28,516.68,18.48,1263.41,925.68,20.8882,963.414,2.37
./suiteSparse_dataset/cage10/cage10.mtx,11397,11397,150645,99.88%,32,1345.04,393.38,9.25,855.94,845.37,70.1184,973.867,20.12
./suiteSparse_dataset/c-57/c-57.mtx,37833,37833,221515,99.98%,32,1688.38,552.2,13.22,1498.51,610.42,0.0858612,1076.04,4.98
./suiteSparse_dataset/net4-1/net4-1.mtx,88343,88343,1265035,99.98%,32,1966.78,1138.29,91.81,1458.97,1942.12,0.270424,993.455,5.29
./suiteSparse_dataset/lowThrust_8/lowThrust_8.mtx,17702,17702,113139,99.96%,32,1219.17,318.48,6.73,1099.82,582.78,0.51,1082.22,12.09
./suiteSparse_dataset/vsp_barth5_1Ksep_50in_5Kout/vsp_barth5_1Ksep_50in_5Kout.mtx,32212,32212,101805,99.99%,32,871.62,437.59,6.19,935.71,961.33,156.06,785.002,3.43
./suiteSparse_dataset/g7jac120/g7jac120.mtx,35550,35550,475296,99.96%,32,2152.61,1042.89,28.77,1212.49,1202.67,104.497,1382.68,6.61
./suiteSparse_dataset/TSOPF_FS_b162_c1/TSOPF_FS_b162_c1.mtx,10798,10798,305732,99.73%,32,2895.19,370.74,18.94,1855.3,708.26,0.389883,3540.6,90.08
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld.mtx,23412,23412,218484,99.96%,32,1606.5,685.33,12.88,1075.22,1032.29,175.886,1020.66,7
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld_M.mtx,23412,23412,206474,99.96%,32,1554.77,684.48,12.53,992.66,968.23,168.55,978.84,6.62
./suiteSparse_dataset/sinc18/sinc18.mtx,16428,16428,973826,99.63%,32,2128.12,795.12,90.09,1168.22,1854.91,48.8746,1498.19,62.31
./suiteSparse_dataset/ckt11752_dc_1/ckt11752_dc_1.mtx,49702,49702,333029,99.98%,32,686.94,585.85,19.42,1162.81,637.8,8.81977,810.413,2.37
./suiteSparse_dataset/IG5-17/IG5-17.mtx,30162,27944,1035008,99.87%,32,1621.25,1289.89,90.4,1140.88,1675.85,81.6977,1180.76,21.5
./suiteSparse_dataset/fome13/fome13.mtx,48568,97840,285056,99.99%,32,852.44,615.27,17.65,913.64,616.6,110.233,807.238,1.06
./suiteSparse_dataset/TSOPF_RS_b300_c3/TSOPF_RS_b300_c3.mtx,42138,42138,4413449,99.75%,32,6844.68,2116.71,688.18,3347.58,1213.95,545.291,6419.56,41.26
./suiteSparse_dataset/mark3jac100/mark3jac100.mtx,45769,45769,285215,99.98%,32,1497.98,893.95,16.8,1067.42,969.62,167.466,1185.31,2.39
./suiteSparse_dataset/Zd_Jac3/Zd_Jac3.mtx,22835,22835,1916152,99.63%,32,2817.87,900.41,346.61,2691.22,1101.36,27.6782,3227.2,63.61
./suiteSparse_dataset/jan99jac080/jan99jac080.mtx,27534,27534,171522,99.97%,32,1307.33,544.08,10.19,806.02,699.95,142.01,1120.14,3.98
./suiteSparse_dataset/H2O/H2O.mtx,67024,67024,1141880,99.97%,32,2039.07,1251.31,82.53,922.41,2033.24,239.971,1320.96,8.65
./suiteSparse_dataset/ted_AB/ted_AB.mtx,10605,10605,522387,99.53%,32,3169.82,549.51,32.9,1383.44,631.67,132.881,2833.29,79.57
./suiteSparse_dataset/scfxm1-2r/scfxm1-2r.mtx,37980,65943,221388,99.99%,32,1456.5,479.04,13.59,864.8,457.37,191.99,932.16,1.56
./suiteSparse_dataset/mark3jac120/mark3jac120.mtx,54929,54929,342475,99.98%,32,1539.91,614.3,20.83,1081.04,1034.98,175.347,1238.33,2
./suiteSparse_dataset/Andrews/Andrews.mtx,60000,60000,410077,99.98%,32,1370.58,761.31,25.78,1494.01,1583.82,162.329,982.825,3.71
./suiteSparse_dataset/conf5_4-8x8-20/conf5_4-8x8-20.mtx,49152,49152,1916928,99.92%,32,3915.29,2508.74,320.82,946.35,2018.99,607.344,2846.48,13.95
./suiteSparse_dataset/denormal/denormal.mtx,89400,89400,622812,99.99%,32,2263.12,1027.74,38.91,2294.1,1728.93,416.657,2356.64,2.55
./suiteSparse_dataset/poisson3Da/poisson3Da.mtx,13514,13514,352762,99.80%,32,1986.27,468.79,20.8,1198.24,1392.66,29.9506,1021.57,33.46
./suiteSparse_dataset/gas_sensor/gas_sensor.mtx,66917,66917,885141,99.98%,32,2119.59,1070.89,55.06,2376.35,1946.15,355.91,2193.47,6.69
./suiteSparse_dataset/thread/thread.mtx,29736,29736,2249892,99.74%,32,4017.66,1340.94,411.54,2643.12,1773.83,360.624,4760.12,82.84
./suiteSparse_dataset/TSOPF_FS_b300_c3/TSOPF_FS_b300_c3.mtx,84414,84414,6578753,99.90%,32,6557.77,1462.51,966.53,2760.58,1603.26,0.117949,5247.81,31.68
./suiteSparse_dataset/bcsstk30/bcsstk30.mtx,28924,28924,1036208,99.87%,32,3026.31,1285.38,93.44,1641.62,1712.33,416.641,4654.22,42.56
./suiteSparse_dataset/mixtank_new/mixtank_new.mtx,29957,29957,1995041,99.77%,32,2997.36,1550.75,355.07,1453.26,1957.46,161.808,1964.35,38.75
./suiteSparse_dataset/c-53/c-53.mtx,30235,30235,201224,99.97%,32,1746.74,538.9,11.96,1472.36,584.32,0.579348,1215.39,7.16
./suiteSparse_dataset/bcsstk36/bcsstk36.mtx,23052,23052,583096,99.89%,32,2760.87,1217.32,36.64,1157.96,1580.78,405.999,4407.29,37.6
./suiteSparse_dataset/vsp_model1_crew1_cr42_south31/vsp_model1_crew1_cr42_south31.mtx,45101,45101,189976,99.99%,32,1187.35,562.73,11.3,1290.6,552.54,0.110502,794.671,3.29
./suiteSparse_dataset/ted_AB_unscaled/ted_AB_unscaled.mtx,10605,10605,522387,99.53%,32,3109.45,547.52,32.63,1395.26,634.04,133.039,2786.06,79.63
./suiteSparse_dataset/bcsstk39/bcsstk39.mtx,46772,46772,1068033,99.95%,32,3178.67,1671.67,82.05,1091.81,2064.93,766.274,3842.38,16.79
./suiteSparse_dataset/brack2/brack2.mtx,62631,62631,366559,99.99%,32,1527.33,600.82,23.02,1660.14,1585.12,247.727,1724.98,3.28
./suiteSparse_dataset/cz10228/cz10228.mtx,10228,10228,102876,99.90%,32,1089.79,336.97,5.8,662.86,654.84,112.548,1079.35,17.05
./suiteSparse_dataset/vsp_sctap1-2b_and_seymourl/vsp_sctap1-2b_and_seymourl.mtx,40174,40174,140831,99.99%,32,615.52,225.87,8.34,961.96,478.77,0.346379,698.696,3.07
./suiteSparse_dataset/cvxbqp1/cvxbqp1.mtx,50000,50000,199984,99.99%,32,1136.27,491,11.92,1182.32,1206.16,165.911,982.366,2.46
./suiteSparse_dataset/rgg_n_2_15_s0/rgg_n_2_15_s0.mtx,32768,32768,160240,99.98%,32,1236.42,612.54,9.71,1100.55,1105.29,186.123,962.945,5.25
./suiteSparse_dataset/pkustk11/pkustk11.mtx,87804,87804,2652858,99.96%,32,3947.71,1328.79,436.19,1345.93,2117.66,557.879,3621.98,11.89
./suiteSparse_dataset/ex19/ex19.mtx,12005,12005,259879,99.81%,32,1933.62,644.14,16.37,1068.58,1092.16,176.563,1890.03,31.33
./suiteSparse_dataset/Ga3As3H12/Ga3As3H12.mtx,61349,61349,3016148,99.91%,32,3233.43,1073.38,476.36,2088.33,1665.42,51.2349,2377.98,26.23
./suiteSparse_dataset/Goodwin_030/Goodwin_030.mtx,10142,10142,312814,99.69%,32,2443.86,645.11,18.89,963.1,1156.43,287.645,2669.35,52.4
./suiteSparse_dataset/c-61/c-61.mtx,43618,43618,176817,99.99%,32,650.06,400.99,10.39,1100.91,585.1,10.7662,170.017,2.87
./suiteSparse_dataset/lp_pds_10/lp_pds_10.mtx,16558,49932,107605,99.98%,32,672.53,366.13,6.39,584.81,223.29,78.9762,702.727,2.29
./suiteSparse_dataset/g7jac060sc/g7jac060sc.mtx,17730,17730,203316,99.93%,32,1530.99,579.17,12.15,927.54,754.98,51.5336,1075.39,11.31
./suiteSparse_dataset/graphics/graphics.mtx,29493,11822,117954,99.96%,32,1316.45,452.71,7,737.21,674.02,341.586,1348.05,5.91
./suiteSparse_dataset/windtunnel_evap3d/windtunnel_evap3d.mtx,40816,40816,2730600,99.83%,32,2509.74,2042.72,439.99,1270.76,2123.49,189.461,1455.11,28.65
./suiteSparse_dataset/water_tank/water_tank.mtx,60740,60740,2035281,99.94%,32,3338.72,1425.42,353.77,1592.05,1916.73,477.485,2574.27,9.69
./suiteSparse_dataset/conf6_0-8x8-20/conf6_0-8x8-20.mtx,49152,49152,1916928,99.92%,32,3915.29,2491.46,299.15,970.11,2025.92,605.545,2846.48,13.95
./suiteSparse_dataset/sc205-2r/sc205-2r.mtx,35213,62423,123239,99.99%,32,1069.78,378.38,7.34,636.57,516.4,195.715,839.074,0.99
./suiteSparse_dataset/ct2010/ct2010.mtx,67578,67578,168176,99.99%,32,1083.61,401.95,10,991.6,600.47,169.101,893.217,1.23
./suiteSparse_dataset/Goodwin_040/Goodwin_040.mtx,17922,17922,561677,99.82%,32,3510.48,1133.33,33.86,1128.77,1431.02,465.639,2946.5,30.4
./suiteSparse_dataset/gupta2/gupta2.mtx,62064,62064,2155175,99.94%,32,3950.1,1581.2,351.22,1975.58,1887.96,1.11785,1771.27,18.31
./suiteSparse_dataset/k49_norm_10NN/k49_norm_10NN.mtx,38547,38547,309079,99.97%,32,1246.29,741.91,16.45,1384.76,741.15,92.3054,905.311,6.92
./suiteSparse_dataset/ak2010/ak2010.mtx,45292,45292,108549,99.99%,32,706.7,365.79,6.56,788.87,126.71,60.305,576.526,1.86
./suiteSparse_dataset/ted_A_unscaled/ted_A_unscaled.mtx,10605,10605,424587,99.62%,32,2627.39,546.51,27.25,1189.99,525.35,193.682,3053.21,64.95
./suiteSparse_dataset/TSOPF_RS_b2383_c1/TSOPF_RS_b2383_c1.mtx,38120,38120,16171169,98.88%,32,5879.57,1122.26,2058.34,3875.38,1606.32,119.652,6189.92,178.39
./suiteSparse_dataset/ship_001/ship_001.mtx,34920,34920,2339575,99.80%,32,4809.98,1621.05,389.67,2631.59,1892.24,288.406,5063.56,66.22
./suiteSparse_dataset/OPF_6000/OPF_6000.mtx,29902,29902,166160,99.98%,32,1314.56,394.26,10.13,1277.1,1063.17,115.001,1668.51,5.63
./suiteSparse_dataset/dbir1/dbir1.mtx,18804,45775,1077025,99.87%,32,1447.61,151.1,95.72,2039.82,1077.03,1.62768,1685.32,21.08
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd.mtx,23412,23412,218484,99.96%,32,1645.21,664.09,13.16,1034.49,1006.14,176.553,1059.32,7
./suiteSparse_dataset/c-66/c-66.mtx,49989,49989,274498,99.98%,32,870.87,545.23,16.57,1499.42,764.47,3.72454,1078.93,3.51
./suiteSparse_dataset/IG5-16/IG5-16.mtx,18846,18485,588326,99.83%,32,1513.18,825.72,37.83,1100.91,1403.45,51.1102,1144.46,29.42
./suiteSparse_dataset/g7jac080sc/g7jac080sc.mtx,23670,23670,293976,99.94%,32,1801.32,787.51,17.73,1113.55,887.61,68.0697,1237.79,9.21
./suiteSparse_dataset/vfem/vfem.mtx,93476,93476,1434636,99.98%,32,2258.56,1605.55,113.1,2119.73,1819.68,465.602,2233.98,2.88
./suiteSparse_dataset/ch7-7-b5/ch7-7-b5.mtx,35280,52920,211680,99.98%,32,1392.63,497.49,12.79,1041.73,670.19,198.063,940.8,1.89
./suiteSparse_dataset/t3dl_a/t3dl_a.mtx,20360,20360,265113,99.93%,32,1762.72,767.78,16.39,1686.06,1586.64,194.582,1664.87,21.52
./suiteSparse_dataset/stokes128/stokes128.mtx,49666,49666,295938,99.98%,32,1608.36,756.29,17.91,1866.96,1558.14,318.344,1942.94,3.99
./suiteSparse_dataset/venkat25/venkat25.mtx,62424,62424,1717792,99.95%,32,4858.01,1541.93,250.28,2965.8,2021.29,598.143,4148.63,7.76
./suiteSparse_dataset/g7jac140/g7jac140.mtx,41490,41490,565956,99.96%,32,2143.77,1193.75,35.5,1263.29,1272.38,118.68,1426.03,5.78
./suiteSparse_dataset/lpl1/lpl1.mtx,32460,32460,180248,99.98%,32,666.6,209.23,11.15,1120.34,724.46,24.9161,933.08,5.47
./suiteSparse_dataset/case39/case39_A_04.mtx,40216,40216,526144,99.96%,32,3461.47,915.35,31.07,1150.81,1318.54,0.0669136,2615.64,11.34
./suiteSparse_dataset/crankseg_1/crankseg_1.mtx,52804,52804,5333507,99.80%,32,4616.96,1469.75,819.16,2908.32,1815.84,35.5194,3917.59,65.93
./suiteSparse_dataset/pkustk06/pkustk06.mtx,43164,43164,1307466,99.92%,32,3648.06,1194.47,139.89,1445.46,1962.88,420.095,4242.09,22.94
./suiteSparse_dataset/ncvxqp3/ncvxqp3.mtx,75000,75000,274982,99.99%,32,1123.29,619.33,17.05,1201.84,1249.75,176.199,952.312,1.56
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_11.mtx,100000,100000,448987,99.99%,32,1293.17,628.92,26.15,1412.84,1461.62,183.113,1001.38,1.4
./suiteSparse_dataset/Dubcova1/Dubcova1.mtx,16129,16129,134569,99.94%,32,1255.31,454.63,8.11,1296.15,1159.79,74.5171,1349.38,16.07
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_15.mtx,100000,100000,448987,99.99%,32,1287.23,628.09,26.27,1412.84,1435.98,183.64,993.586,1.4
